districtid,weekid,statemean,statestdev
584,4,0,0.0
584,5,0,0.0
584,6,0,0.0
584,7,0.67,1.61
584,8,0.67,1.72
584,9,2,3.41
584,10,12.5,18.78
584,11,41.92,46.53
584,12,44.75,46.53
584,13,38.42,52.69
584,14,41.92,39.3
584,15,40.08,31.04
584,16,25.08,31.03
584,17,26.92,36.72
584,18,71.58,99.04
584,19,140.33,190.91
584,20,123.08,137.99
584,21,161.58,179.17
584,22,207.67,284.85
584,23,216.58,227.06
584,24,330.67,341.96
584,25,440.25,420.35
585,1,0,0.0
585,2,0,0.0
585,3,0,0.0
585,4,0,0.0
585,5,0,0.0
585,6,0,0.0
585,7,21.29,31.3
585,8,46.57,42.98
585,9,6.76,9.03
585,10,4.71,8.03
585,11,8.86,13.55
585,12,13,16.31
585,13,25.76,40.71
585,14,42.05,59.99
585,15,51.71,63.44
585,16,49.57,67.76
585,17,69.9,97.84
585,18,103.38,133.31
585,19,135.9,144.55
585,20,205.24,237.33
585,21,275.29,339.58
585,22,334.62,391.0
585,23,494.43,540.41
585,24,477.19,398.74
585,25,501.1,412.44
586,1,0,0.0
586,2,0,0.0
586,3,0,0.0
586,4,0,0.0
586,5,0,0.0
586,6,0,0.0
586,7,19.95,31.46
586,8,47.1,42.46
586,9,8.43,11.86
586,10,4.71,8.03
586,11,8.52,13.63
586,12,12.81,16.34
586,13,24.67,40.9
586,14,39.52,60.36
586,15,51.19,63.69
586,16,48.05,68.25
586,17,66.48,98.65
586,18,97.76,133.64
586,19,130.14,145.98
586,20,199.19,239.19
586,21,261.52,341.28
586,22,315.67,393.04
586,23,464.81,537.51
586,24,443.24,391.5
586,25,461.24,402.86
587,1,0,0.0
587,2,0,0.0
587,3,0,0.0
587,4,0,0.0
587,5,0,0.0
587,6,0,0.0
587,7,34.17,49.74
587,8,31,37.84
587,9,20.75,24.48
587,10,14.08,10.91
587,11,40,38.79
587,12,48.25,31.75
587,13,76.75,51.9
587,14,163,121.8
587,15,280.92,164.69
587,16,410.33,231.33
587,17,744.58,313.87
587,18,1360.67,797.27
587,19,3502.67,1676.08
587,20,4807.33,2410.11
587,21,5181.83,2084.6
587,22,5046.67,1915.96
587,23,4897,1783.57
587,24,5146.5,1635.39
587,25,5479.5,1652.17
588,1,0,0.0
588,2,0,0.0
588,3,0,0.0
588,4,0,0.0
588,5,0,0.0
588,6,0,0.0
588,7,54.78,240.24
588,8,85.25,351.68
588,9,99.28,458.94
588,10,82.66,327.44
588,11,82.53,333.22
588,12,101.03,373.82
588,13,107.12,417.23
588,14,113.41,405.79
588,15,125.34,356.54
588,16,143,351.89
588,17,174.22,378.28
588,18,199.66,376.15
588,19,224.5,402.45
588,20,242.28,383.15
588,21,228.69,350.1
588,22,237.75,353.21
588,23,247.88,364.37
588,24,254.75,383.4
588,25,282.56,413.26
589,1,0,0.0
589,2,0,0.0
589,3,0,0.0
589,4,0,0.0
589,5,0,0.0
589,6,0,0.0
589,7,13.69,53.71
589,8,13.14,41.88
589,9,25.9,90.55
589,10,30.2,89.31
589,11,27.75,78.88
589,12,25.06,59.82
589,13,27.24,70.9
589,14,20.57,55.98
589,15,23.41,54.06
589,16,30.61,68.23
589,17,50.24,101.75
589,18,88.22,162.65
589,19,99.33,180.96
589,20,110.02,216.89
589,21,107,201.38
589,22,121.37,205.31
589,23,143.43,243.01
589,24,173.86,276.67
589,25,213.33,354.64
590,1,0,0.0
590,2,0,0.0
590,3,0,0.0
590,4,0,0.0
590,5,0,0.0
590,6,0,0.0
590,7,8.01,21.61
590,8,11.96,29.72
590,9,11.74,15.45
590,10,23.66,21.89
590,11,22.35,19.38
590,12,32.34,34.1
590,13,40.51,49.7
590,14,53.41,70.94
590,15,59.24,102.77
590,16,66.8,108.31
590,17,113.96,174.17
590,18,160.47,216.35
590,19,223.66,318.46
590,20,337.43,392.02
590,21,387.2,543.8
590,22,423.91,612.79
590,23,429.93,612.07
590,24,487.81,637.96
590,25,530.28,750.03
591,1,0,0.0
591,2,0,0.0
591,3,0,0.0
591,4,0,0.0
591,5,0,0.0
591,6,0,0.0
591,7,5.51,8.9
591,8,3.46,3.44
591,9,15.03,11.94
591,10,32.65,26.15
591,11,30.59,16.68
591,12,33.68,22.42
591,13,38.68,25.45
591,14,32.08,19.99
591,15,39.11,34.81
591,16,64.46,67.79
591,17,95.73,123.68
591,18,266.59,315.89
591,19,303.89,380.14
591,20,485.16,537.24
591,21,560.59,527.77
591,22,682.54,583.36
591,23,469.95,395.26
591,24,340.41,319.64
591,25,336.84,283.75
592,1,0,0.0
592,2,0,0.0
592,3,0,0.0
592,4,0,0.0
592,5,0,0.0
592,6,0,0.0
592,7,1.43,5.82
592,8,1.78,4.59
592,9,2.65,5.05
592,10,5.78,6.52
592,11,10.57,16.35
592,12,18.78,24.41
592,13,29.7,28.94
592,14,13.61,23.68
592,15,13.57,14.17
592,16,16.96,25.71
592,17,39.13,41.01
592,18,72.7,77.39
592,19,104.26,166.89
592,20,182.87,196.37
592,21,228.57,271.06
592,22,222.7,258.0
592,23,275.43,361.99
592,24,337.78,386.69
592,25,542.78,715.66
593,1,0,0.0
593,2,0,0.0
593,3,0,0.0
593,4,0,0.0
593,5,0,0.0
593,6,0,0.0
593,7,0,0.0
593,8,0,0.0
593,9,0,0.0
593,10,0,0.0
593,11,0,0.0
593,12,3.14,7.03
593,13,11.43,14.29
593,14,3.29,2.93
593,15,1.29,2.14
593,16,0.71,0.76
593,17,8.29,15.2
593,18,7.71,12.41
593,19,11,24.42
593,20,7.43,18.36
593,21,21.71,36.73
593,22,20.86,30.83
593,23,26.86,43.82
593,24,14.29,25.18
593,25,8,13.94
594,1,0,0.0
594,2,0,0.0
594,3,0,0.0
594,4,0,0.0
594,5,0,0.0
594,6,0,0.0
594,7,26.09,128.95
594,8,112.62,367.3
594,9,117.38,519.54
594,10,141.94,653.36
594,11,157.38,703.18
594,12,251.75,1233.01
594,13,353,1662.9
594,14,391.41,1612.67
594,15,603.03,2108.02
594,16,807.97,2594.17
594,17,755.38,1687.26
594,18,885.81,1495.75
594,19,1108.62,1596.28
594,20,1192.88,1371.41
594,21,1036,1306.75
594,22,1062.41,1331.37
594,23,1075.56,1528.91
594,24,1105.09,1596.25
594,25,1102.28,1404.47
595,1,0,0.0
595,2,0,0.0
595,3,0,0.0
595,4,0,0.0
595,5,0,0.0
595,6,0,0.0
595,7,5.51,8.9
595,8,3.32,3.39
595,9,15.11,11.9
595,10,31.76,26.42
595,11,31.24,16.52
595,12,33.03,22.46
595,13,38.49,25.52
595,14,31.14,19.35
595,15,37.19,33.22
595,16,65.43,67.92
595,17,94.97,123.94
595,18,262.41,317.56
595,19,298.76,381.57
595,20,481.51,538.45
595,21,557.08,527.48
595,22,688.81,584.07
595,23,477.92,395.12
595,24,343.92,319.91
595,25,341.05,284.45
596,1,0,0.0
596,2,0,0.0
596,3,0,0.0
596,4,0,0.0
596,5,0,0.0
596,6,0,0.0
596,7,7.42,12.99
596,8,8.89,9.63
596,9,14.79,23.39
596,10,23.11,29.96
596,11,39.53,30.27
596,12,58.42,41.52
596,13,72.47,68.26
596,14,48.42,42.34
596,15,59.11,64.22
596,16,65.68,68.33
596,17,97.58,123.14
596,18,154.63,219.29
596,19,214.26,255.39
596,20,189.53,282.43
596,21,177,204.19
596,22,187.21,194.43
596,23,205.42,240.33
596,24,226.21,282.94
596,25,304.11,457.88
597,1,0,0.0
597,2,0,0.0
597,3,0,0.0
597,4,0,0.0
597,5,0,0.0
597,6,0,0.0
597,7,1.97,5.76
597,8,6.62,21.6
597,9,13.28,32.46
597,10,18.17,26.26
597,11,18.86,17.87
597,12,32.9,40.75
597,13,27.55,33.56
597,14,36,40.44
597,15,58.38,91.75
597,16,76.9,159.37
597,17,133.93,293.68
597,18,142.41,312.06
597,19,249,545.69
597,20,319.86,515.32
597,21,350.48,443.7
597,22,431.41,466.42
597,23,617.93,616.96
597,24,746.21,850.76
597,25,749.28,967.49
598,1,0,0.0
598,2,0,0.0
598,3,0,0.0
598,4,0,0.0
598,5,0,0.0
598,6,0,0.0
598,7,8.22,21.66
598,8,11.86,29.75
598,9,11.72,15.44
598,10,23.55,21.95
598,11,22.39,19.39
598,12,31.84,34.17
598,13,40.16,49.77
598,14,53.24,70.9
598,15,58.74,102.82
598,16,66.84,108.3
598,17,113.99,174.17
598,18,158.41,216.48
598,19,223.53,318.48
598,20,340.28,391.22
598,21,389.91,543.03
598,22,431.07,612.33
598,23,437.23,610.58
598,24,496.89,639.04
598,25,542.64,751.25
599,1,0,0.0
599,2,0,0.0
599,3,0,0.0
599,4,0,0.0
599,5,0,0.0
599,6,0,0.0
599,7,124.18,506.07
599,8,232.94,794.49
599,9,307.71,1015.88
599,10,483.76,1791.28
599,11,527.32,1720.43
599,12,522.38,1608.72
599,13,632.62,1808.37
599,14,692.47,1798.13
599,15,909.35,2270.05
599,16,1200.21,2865.92
599,17,1361.85,3137.19
599,18,1587.65,3515.14
599,19,1909.56,4171.36
599,20,1880.91,3650.41
599,21,2044.41,3470.64
599,22,2350.91,3422.69
599,23,2488.65,3845.7
599,24,2617.18,4123.63
599,25,3342.68,4856.87
600,1,0,0.0
600,2,0,0.0
600,3,0,0.0
600,4,0,0.0
600,5,0,0.0
600,6,0,0.0
600,7,21.24,31.33
600,8,43.29,42.85
600,9,8.76,11.71
600,10,4.71,8.03
600,11,8.57,13.63
600,12,13.05,16.3
600,13,24.48,40.86
600,14,39.19,60.23
600,15,45,58.81
600,16,42.33,62.86
600,17,65.52,98.38
600,18,100.62,134.15
600,19,128.05,145.2
600,20,200.48,239.09
600,21,271.38,341.37
600,22,327.71,394.19
600,23,486.95,543.21
600,24,472.9,401.51
600,25,497.43,415.27
601,1,0,0.0
601,2,0,0.0
601,3,0,0.0
601,4,0,0.0
601,5,0,0.0
601,6,0,0.0
601,7,8.22,21.66
601,8,11.93,29.73
601,9,11.86,15.45
601,10,23.46,21.97
601,11,22.5,19.4
601,12,31.69,34.08
601,13,40.45,49.72
601,14,53.96,70.87
601,15,59.19,102.79
601,16,66.89,108.3
601,17,114.07,174.16
601,18,159.47,216.6
601,19,223.11,318.54
601,20,338.43,391.92
601,21,387,543.81
601,22,429.54,612.97
601,23,435.19,611.66
601,24,497.73,638.64
601,25,542.66,751.24
602,1,0,0.0
602,2,0,0.0
602,3,0,0.0
602,4,0,0.0
602,5,0,0.0
602,6,0,0.0
602,7,1.43,5.82
602,8,1.78,4.59
602,9,2.65,5.05
602,10,5.61,6.62
602,11,10.61,16.32
602,12,18.17,24.66
602,13,29,29.48
602,14,13.61,23.68
602,15,13.17,14.34
602,16,16,25.53
602,17,39.13,41.01
602,18,74.26,76.51
602,19,104.09,166.94
602,20,181.61,197.11
602,21,227.39,271.54
602,22,218.52,259.53
602,23,273,363.05
602,24,342.26,384.86
602,25,527,719.16
603,1,0,0.0
603,2,0,0.0
603,3,0,0.0
603,4,0,0.0
603,5,0,0.0
603,6,0,0.0
603,7,5.41,8.95
603,8,3.49,3.42
603,9,15.27,11.75
603,10,32.35,26.37
603,11,30.62,16.69
603,12,33.3,22.53
603,13,38.16,25.49
603,14,31.84,20.0
603,15,39.46,34.64
603,16,65.27,67.94
603,17,94.97,123.94
603,18,260.84,317.63
603,19,294.95,380.88
603,20,475.11,538.23
603,21,556.57,527.36
603,22,683.49,583.63
603,23,468.86,394.79
603,24,340.89,319.77
603,25,340.24,284.51
604,1,0,0.0
604,2,0,0.0
604,3,0,0.0
604,4,0,0.0
604,5,0,0.0
604,6,0,0.0
604,7,124.09,506.09
604,8,231.24,794.93
604,9,307.03,1016.08
604,10,482.47,1791.6
604,11,520.03,1722.01
604,12,519.35,1609.56
604,13,631.76,1808.63
604,14,691.56,1798.45
604,15,907.21,2270.85
604,16,1193.06,2868.46
604,17,1356.03,3139.3
604,18,1577.97,3518.33
604,19,1900.68,4174.27
604,20,1887.68,3649.1
604,21,2056.53,3468.85
604,22,2349.03,3423.04
604,23,2499.97,3845.13
604,24,2606.38,4121.39
604,25,3371.94,4868.94
605,1,0,0.0
605,2,0,0.0
605,3,0,0.0
605,4,0,0.0
605,5,0,0.0
605,6,0,0.0
605,7,13.69,53.71
605,8,13.12,41.89
605,9,26.02,90.53
605,10,30.92,89.24
605,11,29.63,79.56
605,12,26.2,59.9
605,13,27.71,70.79
605,14,21.2,55.95
605,15,24.2,54.11
605,16,31.96,68.48
605,17,50.76,101.59
605,18,89.18,162.35
605,19,100.37,180.79
605,20,109.92,216.9
605,21,107.71,201.24
605,22,121.82,205.2
605,23,144.14,242.88
605,24,174.45,276.57
605,25,213.29,354.65
606,1,0,0.0
606,2,0,0.0
606,3,0,0.0
606,4,0,0.0
606,5,0,0.0
606,6,0,0.0
606,7,18.28,49.63
606,8,27.88,62.9
606,9,38.56,72.17
606,10,55.53,69.64
606,11,58.38,73.35
606,12,52.72,86.29
606,13,63,101.22
606,14,65.59,89.2
606,15,73.75,98.73
606,16,79.5,80.94
606,17,130.25,165.98
606,18,147.69,198.13
606,19,210.97,300.28
606,20,247,314.58
606,21,249.56,280.27
606,22,268.28,281.1
606,23,288.25,337.06
606,24,295.25,413.55
606,25,327.47,447.41
607,1,0,0.0
607,2,0,0.0
607,3,0,0.0
607,4,0,0.0
607,5,0,0.0
607,6,0,0.0
607,7,13.69,53.71
607,8,13.14,41.88
607,9,26.06,90.52
607,10,31,89.21
607,11,29.76,79.52
607,12,26.14,59.92
607,13,27.71,70.79
607,14,21.24,55.94
607,15,24.29,54.07
607,16,31.98,68.47
607,17,50.55,101.67
607,18,88.39,162.62
607,19,100.12,180.86
607,20,108.96,216.91
607,21,107.41,201.31
607,22,121.2,205.34
607,23,143.65,242.98
607,24,175.08,276.39
607,25,212.55,354.79
608,1,0,0.0
608,2,0,0.0
608,3,0,0.0
608,4,0,0.0
608,5,0,0.0
608,6,0,0.0
608,7,13.69,53.71
608,8,13.16,41.88
608,9,26.12,90.51
608,10,30.98,89.22
608,11,29.8,79.51
608,12,26.22,59.89
608,13,27.71,70.79
608,14,21.2,55.95
608,15,24.14,54.13
608,16,32.12,68.41
608,17,50.82,101.57
608,18,89.41,162.23
608,19,101.04,180.51
608,20,111.33,216.47
608,21,108.18,201.07
608,22,122.14,205.1
608,23,144.57,242.75
608,24,175.43,276.25
608,25,214.84,354.08
609,1,0,0.0
609,2,0,0.0
609,3,0,0.0
609,4,0,0.0
609,5,0,0.0
609,6,0,0.0
609,7,0,0.0
609,8,0,0.0
609,9,0,0.0
609,10,0,0.0
609,11,0,0.0
609,12,3.14,7.03
609,13,11.57,14.18
609,14,3.86,3.02
609,15,1.43,2.07
609,16,2,3.16
609,17,8.71,15.03
609,18,7.86,12.33
609,19,11,24.42
609,20,7.29,18.42
609,21,21.43,36.91
609,22,20.86,30.83
609,23,26.57,44.0
609,24,14,25.36
609,25,8.43,13.7
610,1,0,0.0
610,2,0,0.0
610,3,0,0.0
610,4,0,0.0
610,5,0,0.0
610,6,0,0.0
610,7,13.63,53.72
610,8,13.16,41.88
610,9,26.14,90.5
610,10,30.98,89.22
610,11,29.69,79.55
610,12,26.16,59.92
610,13,27.67,70.81
610,14,21.22,55.94
610,15,24.22,54.1
610,16,32.1,68.42
610,17,50.84,101.56
610,18,89.1,162.39
610,19,101.06,180.5
610,20,111.1,216.58
610,21,108.31,201.01
610,22,121.08,205.35
610,23,143.57,242.99
610,24,172.9,276.7
610,25,211.53,354.85
611,1,0,0.0
611,2,0,0.0
611,3,0,0.0
611,4,0,0.0
611,5,0,0.0
611,6,0,0.0
611,7,21.29,31.3
611,8,43.29,42.85
611,9,8.81,11.67
611,10,4.62,8.08
611,11,8.9,13.52
611,12,13.38,16.11
611,13,25.52,40.81
611,14,42.24,59.87
611,15,52.24,63.1
611,16,49.19,67.95
611,17,68.38,98.54
611,18,101.76,133.97
611,19,136.14,144.37
611,20,207.33,235.85
611,21,278.19,337.57
611,22,333.24,391.86
611,23,500,536.76
611,24,479.1,397.16
611,25,504,409.64
612,1,0,0.0
612,2,0,0.0
612,3,0,0.0
612,4,0,0.0
612,5,0,0.0
612,6,0,0.0
612,7,8.3,21.64
612,8,11.97,29.72
612,9,11.93,15.41
612,10,23.58,21.94
612,11,22.72,19.26
612,12,32.2,34.18
612,13,40.41,49.74
612,14,53.92,70.88
612,15,59.23,102.78
612,16,67.41,108.15
612,17,114.96,173.9
612,18,159.57,216.59
612,19,222,318.49
612,20,334.97,391.44
612,21,385.89,543.8
612,22,426.74,613.37
612,23,430.89,612.26
612,24,492.23,639.71
612,25,535.84,752.49
613,1,0,0.0
613,2,0,0.0
613,3,0,0.0
613,4,0,0.0
613,5,0,0.0
613,6,0,0.0
613,7,13.67,53.71
613,8,13.14,41.88
613,9,26.14,90.5
613,10,30.98,89.22
613,11,29.8,79.51
613,12,25.78,60.0
613,13,27.47,70.86
613,14,21.14,55.97
613,15,24.14,54.13
613,16,31.94,68.48
613,17,50.25,101.74
613,18,87.08,162.62
613,19,100.78,180.63
613,20,110.61,216.75
613,21,108.39,200.97
613,22,122.25,205.05
613,23,144.82,242.65
613,24,175.71,276.13
613,25,214.82,354.09
614,1,0,0.0
614,2,0,0.0
614,3,0,0.0
614,4,0,0.0
614,5,0,0.0
614,6,0,0.0
614,7,8.3,21.64
614,8,11.92,29.73
614,9,11.93,15.41
614,10,23.69,21.87
614,11,22.69,19.29
614,12,32.38,34.07
614,13,40.66,49.61
614,14,53.91,70.89
614,15,59.08,102.81
614,16,67.05,108.27
614,17,115.08,173.84
614,18,160.66,216.26
614,19,224.04,318.36
614,20,340.97,390.79
614,21,390.28,542.84
614,22,431.41,612.16
614,23,436.28,611.15
614,24,497.2,638.9
614,25,540.96,751.99
615,1,0,0.0
615,2,0,0.0
615,3,0,0.0
615,4,0,0.0
615,5,0,0.0
615,6,0,0.0
615,7,5.49,8.92
615,8,3.49,3.42
615,9,14.81,11.93
615,10,32.32,26.38
615,11,30.38,16.51
615,12,33.68,22.42
615,13,39.08,25.13
615,14,32.54,19.66
615,15,39.65,34.5
615,16,66.22,67.63
615,17,96.11,123.49
615,18,266.11,316.2
615,19,302.59,380.75
615,20,487.3,536.09
615,21,564.54,527.0
615,22,694.46,582.45
615,23,481.51,393.0
615,24,349.24,317.44
615,25,345.76,282.35
616,1,0,0.0
616,2,0,0.0
616,3,0,0.0
616,4,0,0.0
616,5,0,0.0
616,6,0,0.0
616,7,5.51,8.9
616,8,3.43,3.44
616,9,15.3,11.72
616,10,32.81,25.97
616,11,31.57,16.06
616,12,33.81,22.32
616,13,38.62,25.48
616,14,32.24,19.92
616,15,39.76,34.4
616,16,66.51,67.43
616,17,96.43,123.28
616,18,267.38,315.34
616,19,304.68,379.68
616,20,489.03,534.91
616,21,572.78,521.65
616,22,702.11,576.83
616,23,484.24,390.52
616,24,349.35,317.35
616,25,346.08,282.09
617,1,0,0.0
617,2,0,0.0
617,3,0,0.0
617,4,0,0.0
617,5,0,0.0
617,6,0,0.0
617,7,13.69,53.71
617,8,13.16,41.88
617,9,26.14,90.5
617,10,30.96,89.23
617,11,29.75,79.53
617,12,25.86,59.99
617,13,27.1,70.89
617,14,21.14,55.97
617,15,24.2,54.11
617,16,31.88,68.5
617,17,50.57,101.67
617,18,88.51,162.59
617,19,100,180.89
617,20,110.84,216.68
617,21,108.41,200.96
617,22,121.39,205.31
617,23,144.57,242.75
617,24,175.18,276.35
617,25,214.2,354.36
618,1,0,0.0
618,2,0,0.0
618,3,0,0.0
618,4,0,0.0
618,5,0,0.0
618,6,0,0.0
618,7,0,0.0
618,8,0,0.0
618,9,0,0.0
618,10,0,0.0
618,11,0.12,0.45
618,12,1.71,6.1
618,13,1.79,5.64
618,14,1.96,4.58
618,15,1.75,4.14
618,16,3.42,9.89
618,17,3.42,10.15
618,18,12.88,44.16
618,19,19.83,65.24
618,20,22.67,42.65
618,21,18.46,25.81
618,22,22.54,29.85
618,23,23.42,33.95
618,24,27.12,40.96
618,25,42.88,72.17
619,1,0,0.0
619,2,0,0.0
619,3,0,0.0
619,4,0,0.0
619,5,0,0.0
619,6,0,0.0
619,7,0,0.0
619,8,1,1.26
619,9,2.36,3.59
619,10,9.64,16.44
619,11,11,15.13
619,12,7.64,7.26
619,13,8.64,10.36
619,14,13,14.55
619,15,20.82,28.51
619,16,13.09,11.75
619,17,11.64,18.33
619,18,23.55,35.85
619,19,48.91,69.31
619,20,49.27,51.18
619,21,54.64,40.03
619,22,63.27,38.89
619,23,78.73,77.43
619,24,75.64,81.3
619,25,106.18,83.3
620,1,0,0.0
620,2,0,0.0
620,3,0,0.0
620,4,0,0.0
620,5,0,0.0
620,6,0,0.0
620,7,3.38,5.58
620,8,6.66,12.34
620,9,9.79,11.89
620,10,29.14,38.81
620,11,32.9,41.31
620,12,78.24,149.54
620,13,54.31,81.27
620,14,63.83,97.22
620,15,110.1,263.93
620,16,328.1,1062.19
620,17,500.55,1552.54
620,18,796.93,2318.12
620,19,1065.41,2490.75
620,20,1297.41,2503.13
620,21,1448.1,2659.15
620,22,1612.62,2782.36
620,23,1713.21,3232.56
620,24,1839.28,3366.01
620,25,2074.97,3623.93
621,1,0,0.0
621,2,0,0.0
621,3,0,0.0
621,4,0,0.0
621,5,0,0.0
621,6,0,0.0
621,7,13.69,53.71
621,8,13.14,41.88
621,9,26.14,90.5
621,10,30.94,89.23
621,11,29.73,79.53
621,12,26.1,59.94
621,13,27.61,70.83
621,14,21.22,55.94
621,15,24.12,54.13
621,16,31.94,68.48
621,17,48.9,101.49
621,18,88.08,162.67
621,19,100.41,180.78
621,20,110.65,216.74
621,21,107.51,201.29
621,22,121.47,205.29
621,23,143.35,243.02
621,24,171.45,276.4
621,25,208.75,354.23
622,1,0,0.0
622,2,0,0.0
622,3,0,0.0
622,4,0,0.0
622,5,0,0.0
622,6,0,0.0
622,7,6.79,12.95
622,8,7.74,9.15
622,9,14.63,23.45
622,10,22.53,30.13
622,11,38.58,30.56
622,12,49.79,30.39
622,13,66.58,66.36
622,14,43.89,38.46
622,15,53.47,63.64
622,16,61.16,67.52
622,17,98.42,122.78
622,18,149.89,219.37
622,19,201.37,258.0
622,20,188.63,282.81
622,21,176.32,204.6
622,22,188.47,193.57
622,23,205.37,240.36
622,24,227.79,282.09
622,25,306.05,456.81
623,1,0,0.0
623,2,0,0.0
623,3,0,0.0
623,4,0,0.0
623,5,0,0.0
623,6,0,0.0
623,7,8.28,21.65
623,8,11.93,29.73
623,9,11.89,15.43
623,10,23.57,21.95
623,11,22.76,19.22
623,12,32.28,34.14
623,13,40.68,49.6
623,14,54.22,70.72
623,15,59.57,102.64
623,16,67.46,108.12
623,17,115.2,173.77
623,18,161.19,215.95
623,19,225.69,317.52
623,20,341.16,390.65
623,21,390.64,542.65
623,22,430.69,612.52
623,23,435.85,611.37
623,24,498.68,638.09
623,25,543.19,750.95
624,1,0,0.0
624,2,0,0.0
624,3,0,0.0
624,4,0,0.0
624,5,0,0.0
624,6,0,0.0
624,7,0,0.0
624,8,0,0.0
624,9,0,0.0
624,10,0,0.0
624,11,0.12,0.45
624,12,1.71,6.1
624,13,1.79,5.64
624,14,1.96,4.58
624,15,1.75,4.14
624,16,3.42,9.89
624,17,3.42,10.15
624,18,12.83,44.18
624,19,19.79,65.25
624,20,22.79,42.59
624,21,18.46,25.81
624,22,22.54,29.85
624,23,23.46,33.92
624,24,26.5,41.22
624,25,42.42,72.36
625,1,0,0.0
625,2,0,0.0
625,3,0,0.0
625,4,0,0.0
625,5,0,0.0
625,6,0,0.0
625,7,8.27,21.65
625,8,11.74,29.74
625,9,11.68,15.42
625,10,23.27,21.91
625,11,22.35,19.38
625,12,31.97,34.21
625,13,40.36,49.75
625,14,54.07,70.82
625,15,58.99,102.82
625,16,67.15,108.25
625,17,115,173.88
625,18,160.47,216.35
625,19,223.41,318.5
625,20,338.05,391.98
625,21,387.86,543.7
625,22,426.31,613.35
625,23,434.05,612.04
625,24,495.84,639.42
625,25,541.84,751.64
626,1,0,0.0
626,2,0,0.0
626,3,0,0.0
626,4,0,0.0
626,5,0,0.0
626,6,0,0.0
626,7,13.69,53.71
626,8,13.16,41.88
626,9,26.06,90.52
626,10,30.92,89.24
626,11,29.69,79.55
626,12,26.16,59.92
626,13,27.71,70.79
626,14,21.24,55.94
626,15,24.27,54.08
626,16,32.12,68.41
626,17,50.78,101.59
626,18,89.12,162.38
626,19,100.84,180.61
626,20,111.1,216.58
626,21,107.94,201.16
626,22,121.45,205.3
626,23,145.02,242.56
626,24,175.71,276.13
626,25,214.92,354.04
627,1,0,0.0
627,2,0,0.0
627,3,0,0.0
627,4,0,0.0
627,5,0,0.0
627,6,0,0.0
627,7,18.25,49.64
627,8,27.84,62.92
627,9,38.19,72.31
627,10,53.94,70.31
627,11,54.62,73.01
627,12,51.09,86.42
627,13,60.66,101.42
627,14,64.22,89.56
627,15,71.81,99.19
627,16,76.72,81.6
627,17,128.38,166.9
627,18,146.94,198.6
627,19,208.34,301.51
627,20,241.28,316.78
627,21,244.62,282.01
627,22,251.25,276.14
627,23,278,338.88
627,24,288.84,415.54
627,25,323.94,448.73
628,1,0,0
628,2,0,0
628,3,0,0
628,4,0,0
628,5,0,0
628,6,0,0
628,7,0,0
628,8,0,0
628,9,0,0
628,10,0,0
628,11,0,0
628,12,0,0
628,13,0,0
628,14,0,0
628,15,0,0
628,16,0,0
628,17,0,0
628,18,0,0
628,19,0,0
628,20,0,0
628,21,0,0
628,22,0,0
628,23,0,0
628,24,0,0
628,25,0,0
629,1,0,0.0
629,2,0,0.0
629,3,0,0.0
629,4,0,0.0
629,5,0,0.0
629,6,0,0.0
629,7,1.43,5.82
629,8,1.78,4.59
629,9,2.65,5.05
629,10,5.57,6.63
629,11,10.3,16.45
629,12,15.22,20.05
629,13,23.87,18.65
629,14,9.91,17.98
629,15,12.22,13.6
629,16,17.3,25.55
629,17,39.65,40.73
629,18,73.91,76.77
629,19,106.17,166.06
629,20,180.22,197.7
629,21,229.61,270.51
629,22,218.96,259.45
629,23,276.13,361.62
629,24,342.52,384.71
629,25,546.22,713.73
630,1,0,0.0
630,2,0,0.0
630,3,0,0.0
630,4,0,0.0
630,5,0,0.0
630,6,0,0.0
630,7,124.24,506.06
630,8,233,794.47
630,9,307.85,1015.83
630,10,484.62,1791.05
630,11,527.76,1720.3
630,12,521,1609.13
630,13,633.76,1807.99
630,14,693.88,1797.6
630,15,909.94,2269.82
630,16,1201.35,2865.45
630,17,1366.06,3135.43
630,18,1595.82,3511.69
630,19,1920.76,4166.73
630,20,1918.12,3637.63
630,21,2093.56,3453.88
630,22,2397.74,3401.93
630,23,2553.24,3826.27
630,24,2706.29,4103.07
630,25,3497,4848.93
631,1,0,0.0
631,2,0,0.0
631,3,0,0.0
631,4,0,0.0
631,5,0,0.0
631,6,0,0.0
631,7,13.69,53.71
631,8,13.16,41.88
631,9,26.14,90.5
631,10,30.86,89.26
631,11,29.73,79.53
631,12,26.2,59.9
631,13,27.71,70.79
631,14,21.22,55.94
631,15,24.27,54.08
631,16,32.06,68.44
631,17,50.75,101.6
631,18,89.12,162.38
631,19,100.69,180.67
631,20,111.24,216.52
631,21,106.9,201.39
631,22,121.69,205.24
631,23,144.69,242.7
631,24,175.86,276.05
631,25,214.49,354.24
632,1,0,0.0
632,2,0,0.0
632,3,0,0.0
632,4,0,0.0
632,5,0,0.0
632,6,0,0.0
632,7,0.43,0.79
632,8,18.71,49.07
632,9,4.43,10.42
632,10,2.71,1.98
632,11,8.86,8.25
632,12,36.86,22.03
632,13,9.43,9.48
632,14,13,13.19
632,15,17.71,10.72
632,16,26.14,16.76
632,17,51.86,46.18
632,18,84.14,52.58
632,19,144.14,104.15
632,20,167.86,166.22
632,21,96.14,100.96
632,22,123.43,121.46
