districtid,weekid,cases
193,10,11
193,11,85
193,12,91
193,13,49
193,14,37
193,15,16
193,16,15
193,17,19
193,18,23
193,19,84
193,20,152
193,21,341
193,22,270
193,23,225
193,24,586
193,25,322
194,1,0
194,2,0
194,3,0
194,4,0
194,5,0
194,6,0
194,7,0
194,8,0
194,9,0
194,10,5
194,11,7
194,12,3
194,13,4
194,14,0
194,15,14
194,16,7
194,17,37
194,18,30
194,19,32
194,20,125
194,21,146
194,22,149
194,23,344
194,24,450
194,25,812
195,1,0
195,2,0
195,3,0
195,4,0
195,5,0
195,6,0
195,7,15
195,8,26
195,9,3
195,10,0
195,11,3
195,12,1
195,13,5
195,14,6
195,15,11
195,16,17
195,17,17
195,18,30
195,19,46
195,20,54
195,21,91
195,22,47
195,23,48
195,24,55
195,25,58
196,1,0
196,2,0
196,3,0
196,4,0
196,5,0
196,6,0
196,7,0
196,8,0
196,9,4
196,10,29
196,11,0
196,12,1
196,13,4
196,14,2
196,15,1
196,16,4
196,17,8
196,18,16
196,19,54
196,20,23
196,21,57
196,22,169
196,23,144
196,24,84
196,25,192
197,1,0
197,2,0
197,3,0
197,4,0
197,5,0
197,6,0
197,7,2
197,8,1
197,9,0
197,10,17
197,11,4
197,12,7
197,13,7
197,14,36
197,15,39
197,16,26
197,17,47
197,18,50
197,19,70
197,20,125
197,21,178
197,22,170
197,23,317
197,24,345
197,25,305
198,1,0
198,2,0
198,3,0
198,4,0
198,5,0
198,6,0
198,7,7
198,8,25
198,9,12
198,10,6
198,11,35
198,12,43
198,13,86
198,14,83
198,15,60
198,16,95
198,17,66
198,18,217
198,19,291
198,20,251
198,21,232
198,22,231
198,23,335
198,24,338
198,25,370
199,1,0
199,2,0
199,3,0
199,4,0
199,5,0
199,6,0
199,7,16
199,8,7
199,9,20
199,10,23
199,11,15
199,12,51
199,13,148
199,14,170
199,15,80
199,16,99
199,17,204
199,18,156
199,19,146
199,20,199
199,21,151
199,22,221
199,23,236
199,24,226
199,25,315
200,1,0
200,2,0
200,3,0
200,4,0
200,5,0
200,6,0
200,7,0
200,8,3
200,9,2
200,10,13
200,11,19
200,12,28
200,13,31
200,14,39
200,15,48
200,16,94
200,17,87
200,18,97
200,19,472
200,20,409
200,21,451
200,22,488
200,23,405
200,24,561
200,25,693
201,1,0
201,2,0
201,3,0
201,4,0
201,5,0
201,6,0
201,7,0
201,8,0
201,9,0
201,10,0
201,11,2
201,12,2
201,13,5
201,14,1
201,15,4
201,16,1
201,17,3
201,18,18
201,19,26
201,20,89
201,21,104
201,22,115
201,23,84
201,24,74
201,25,169
202,1,0
202,2,0
202,3,0
202,4,0
202,5,0
202,6,0
202,7,18
202,8,29
202,9,102
202,10,64
202,11,84
202,12,34
202,13,50
202,14,8
202,15,3
202,16,13
202,17,16
202,18,16
202,19,18
202,20,25
202,21,13
202,22,12
202,23,30
202,24,18
202,25,24
203,1,0
203,2,0
203,3,0
203,4,0
203,5,0
203,6,0
203,7,28
203,8,3
203,9,3
203,10,55
203,11,3
203,12,9
203,13,28
203,14,46
203,15,24
203,16,8
203,17,49
203,18,142
203,19,220
203,20,459
203,21,544
203,22,734
203,23,323
203,24,180
203,25,161
204,1,0
204,2,0
204,3,0
204,4,0
204,5,0
204,6,0
204,7,0
204,8,0
204,9,0
204,10,0
204,11,0
204,12,0
204,13,1
204,14,1
204,15,31
204,16,50
204,17,75
204,18,98
204,19,221
204,20,235
204,21,398
204,22,438
204,23,475
204,24,238
204,25,351
205,1,0
205,2,0
205,3,0
205,4,0
205,5,0
205,6,0
205,7,0
205,8,3
205,9,3
205,10,1
205,11,7
205,12,10
205,13,5
205,14,8
205,15,8
205,16,3
205,17,5
205,18,19
205,19,15
205,20,16
205,21,84
205,22,90
205,23,63
205,24,57
205,25,81
206,1,0
206,2,0
206,3,0
206,4,0
206,5,0
206,6,0
206,7,0
206,8,0
206,9,0
206,10,1
206,11,10
206,12,22
206,13,10
206,14,11
206,15,17
206,16,5
206,17,1
206,18,4
206,19,1
206,20,10
206,21,20
206,22,57
206,23,63
206,24,98
206,25,68
207,1,0
207,2,0
207,3,0
207,4,0
207,5,0
207,6,0
207,7,0
207,8,0
207,9,0
207,10,7
207,11,1
207,12,37
207,13,3
207,14,0
207,15,5
207,16,6
207,17,6
207,18,9
207,19,22
207,20,27
207,21,21
207,22,53
207,23,41
207,24,47
207,25,113
208,1,0
208,2,0
208,3,0
208,4,0
208,5,0
208,6,0
208,7,0
208,8,0
208,9,0
208,10,0
208,11,0
208,12,0
208,13,5
208,14,3
208,15,1
208,16,1
208,17,0
208,18,2
208,19,1
208,20,0
208,21,3
208,22,0
208,23,0
208,24,0
208,25,0
209,1,0
209,2,0
209,3,0
209,4,0
209,5,0
209,6,0
209,7,0
209,8,0
209,9,8
209,10,9
209,11,5
209,12,7
209,13,16
209,14,23
209,15,53
209,16,58
209,17,70
209,18,214
209,19,218
209,20,290
209,21,226
209,22,202
209,23,267
209,24,232
209,25,258
210,1,5
210,2,3
210,3,10
210,4,1
210,5,4
210,6,5
210,7,66
210,8,75
210,9,22
210,10,34
210,11,64
210,12,23
210,13,38
210,14,54
210,15,24
210,16,31
210,17,90
210,18,142
210,19,161
210,20,227
210,21,347
210,22,583
210,23,767
210,24,1209
210,25,1517
211,1,0
211,2,0
211,3,0
211,4,0
211,5,0
211,6,0
211,7,1
211,8,1
211,9,1
211,10,11
211,11,9
211,12,6
211,13,15
211,14,12
211,15,15
211,16,36
211,17,48
211,18,57
211,19,99
211,20,166
211,21,225
211,22,314
211,23,294
211,24,627
211,25,1644
212,1,0
212,2,0
212,3,0
212,4,0
212,5,0
212,6,0
212,7,0
212,8,0
212,9,0
212,10,0
212,11,2
212,12,30
212,13,27
212,14,11
212,15,7
212,16,12
212,17,13
212,18,13
212,19,12
212,20,109
212,21,46
212,22,30
212,23,65
212,24,36
212,25,112
213,1,0
213,2,0
213,3,0
213,4,0
213,5,0
213,6,0
213,7,0
213,8,0
213,9,3
213,10,2
213,11,7
213,12,22
213,13,12
213,14,13
213,15,9
213,16,18
213,17,2
213,18,12
213,19,31
213,20,23
213,21,27
213,22,33
213,23,51
213,24,0
213,25,50
214,1,0
214,2,0
214,3,0
214,4,0
214,5,0
214,6,0
214,7,0
214,8,0
214,9,0
214,10,2
214,11,-1
214,12,0
214,13,34
214,14,6
214,15,6
214,16,7
214,17,44
214,18,121
214,19,19
214,20,124
214,21,82
214,22,26
214,23,26
214,24,113
214,25,274
215,1,0
215,2,0
215,3,0
215,4,0
215,5,0
215,6,0
215,7,732
215,8,2065
215,9,2954
215,10,3716
215,11,4000
215,12,6998
215,13,9451
215,14,9197
215,15,12058
215,16,14839
215,17,9620
215,18,8440
215,19,8939
215,20,7340
215,21,7247
215,22,7320
215,23,8627
215,24,9102
215,25,7512
216,1,0
216,2,0
216,3,0
216,4,0
216,5,0
216,6,0
216,7,0
216,8,0
216,9,0
216,10,2
216,11,15
216,12,17
216,13,8
216,14,7
216,15,7
216,16,3
216,17,7
216,18,37
216,19,133
216,20,111
216,21,41
216,22,46
216,23,80
216,24,59
216,25,122
217,1,0
217,2,0
217,3,0
217,4,0
217,5,0
217,6,0
217,7,0
217,8,0
217,9,0
217,10,0
217,11,4
217,12,7
217,13,15
217,14,0
217,15,17
217,16,18
217,17,6
217,18,20
217,19,19
217,20,62
217,21,40
217,22,69
217,23,66
217,24,98
217,25,61
218,1,0
218,2,0
218,3,0
218,4,0
218,5,0
218,6,0
218,7,1
218,8,0
218,9,7
218,10,1
218,11,11
218,12,4
218,13,3
218,14,1
218,15,14
218,16,5
218,17,16
218,18,22
218,19,18
218,20,44
218,21,28
218,22,28
218,23,33
218,24,49
218,25,60
219,1,0
219,2,0
219,3,0
219,4,0
219,5,0
219,6,0
219,7,2
219,8,2
219,9,2
219,10,75
219,11,37
219,12,14
219,13,2
219,14,11
219,15,20
219,16,62
219,17,119
219,18,341
219,19,644
219,20,491
219,21,660
219,22,298
219,23,510
219,24,664
219,25,844
220,1,0
220,2,0
220,3,0
220,4,0
220,5,0
220,6,0
220,7,0
220,8,0
220,9,0
220,10,10
220,11,8
220,12,0
220,13,1
220,14,17
220,15,14
220,16,35
220,17,49
220,18,118
220,19,366
220,20,432
220,21,410
220,22,657
220,23,703
220,24,928
220,25,1218
221,1,0
221,2,0
221,3,0
221,4,0
221,5,0
221,6,0
221,7,0
221,8,6
221,9,2
221,10,2
221,11,28
221,12,1
221,13,3
221,14,0
221,15,7
221,16,30
221,17,23
221,18,97
221,19,148
221,20,364
221,21,293
221,22,422
221,23,427
221,24,602
221,25,1202
222,1,0
222,2,0
222,3,0
222,4,0
222,5,0
222,6,0
222,7,0
222,8,6
222,9,2
222,10,12
222,11,17
222,12,27
222,13,12
222,14,11
222,15,2
222,16,11
222,17,4
222,18,12
222,19,35
222,20,94
222,21,43
222,22,61
222,23,111
222,24,147
222,25,163
223,1,0
223,2,0
223,3,0
223,4,0
223,5,0
223,6,0
223,7,7
223,8,16
223,9,77
223,10,35
223,11,45
223,12,45
223,13,52
223,14,165
223,15,294
223,16,441
223,17,1259
223,18,1698
223,19,2662
223,20,4458
223,21,4922
223,22,6229
223,23,6418
223,24,5869
223,25,6869
224,1,0
224,2,0
224,3,0
224,4,0
224,5,0
224,6,0
224,7,26
224,8,109
224,9,16
224,10,18
224,11,6
224,12,15
224,13,8
224,14,5
224,15,4
224,16,3
224,17,4
224,18,1
224,19,12
224,20,59
224,21,84
224,22,156
224,23,193
224,24,94
224,25,185
225,1,0
225,2,0
225,3,0
225,4,0
225,5,0
225,6,0
225,7,0
225,8,3
225,9,16
225,10,35
225,11,36
225,12,48
225,13,35
225,14,57
225,15,57
225,16,30
225,17,46
225,18,122
225,19,64
225,20,109
225,21,45
225,22,42
225,23,42
225,24,128
225,25,162
226,1,0
226,2,0
226,3,0
226,4,0
226,5,0
226,6,0
226,7,1
226,8,4
226,9,-1
226,10,0
226,11,0
226,12,13
226,13,15
226,14,82
226,15,173
226,16,284
226,17,430
226,18,763
226,19,1332
226,20,1822
226,21,1391
226,22,2119
226,23,2789
226,24,3035
226,25,4017
227,1,0
227,2,0
227,3,0
227,4,0
227,5,0
227,6,0
227,7,0
227,8,0
227,9,0
227,10,0
227,11,32
227,12,111
227,13,115
227,14,30
227,15,10
227,16,7
227,17,13
227,18,80
227,19,141
227,20,222
227,21,514
227,22,392
227,23,415
227,24,618
227,25,934
228,1,0
228,2,0
228,3,0
228,4,0
228,5,0
228,6,0
228,7,4
228,8,363
228,9,23
228,10,7
228,11,31
228,12,21
228,13,58
228,14,130
228,15,277
228,16,278
228,17,292
228,18,215
228,19,525
228,20,1021
228,21,1357
228,22,1877
228,23,1896
228,24,2354
228,25,2914
229,1,0
229,2,0
229,3,0
229,4,0
229,5,0
229,6,0
229,7,0
229,8,1
229,9,8
229,10,47
229,11,38
229,12,72
229,13,144
229,14,70
229,15,156
229,16,178
229,17,272
229,18,197
229,19,430
229,20,511
229,21,828
229,22,794
229,23,1427
229,24,2535
229,25,2334
230,1,0
230,2,0
230,3,0
230,4,0
230,5,0
230,6,0
230,7,0
230,8,1
230,9,0
230,10,1
230,11,0
230,12,17
230,13,10
230,14,26
230,15,40
230,16,78
230,17,41
230,18,71
230,19,123
230,20,128
230,21,134
230,22,155
230,23,161
230,24,104
230,25,110
231,1,0
231,2,0
231,3,0
231,4,0
231,5,0
231,6,0
231,7,2
231,8,14
231,9,2
231,10,10
231,11,4
231,12,9
231,13,3
231,14,3
231,15,8
231,16,7
231,17,61
231,18,97
231,19,171
231,20,203
231,21,146
231,22,140
231,23,168
231,24,114
231,25,108
232,1,0
232,2,0
232,3,0
232,4,0
232,5,0
232,6,0
232,7,0
232,8,0
232,9,0
232,10,0
232,11,0
232,12,0
232,13,2
232,14,0
232,15,1
232,16,23
232,17,26
232,18,12
232,19,35
232,20,35
232,21,5
232,22,24
232,23,73
232,24,117
232,25,135
233,1,0
233,2,0
233,3,0
233,4,0
233,5,0
233,6,0
233,7,0
233,8,0
233,9,0
233,10,4
233,11,2
233,12,37
233,13,22
233,14,22
233,15,93
233,16,43
233,17,81
233,18,342
233,19,316
233,20,239
233,21,542
233,22,386
233,23,1087
233,24,488
233,25,329
234,1,0
234,2,0
234,3,0
234,4,0
234,5,0
234,6,0
234,7,5
234,8,7
234,9,19
234,10,15
234,11,57
234,12,51
234,13,96
234,14,155
234,15,150
234,16,519
234,17,939
234,18,1280
234,19,1301
234,20,1240
234,21,1223
234,22,1574
234,23,1493
234,24,1972
234,25,2491
235,1,0
235,2,0
235,3,0
235,4,0
235,5,0
235,6,0
235,7,0
235,8,0
235,9,0
235,10,0
235,11,0
235,12,0
235,13,4
235,14,23
235,15,50
235,16,76
235,17,92
235,18,86
235,19,111
235,20,136
235,21,144
235,22,144
235,23,89
235,24,45
235,25,89
236,1,0
236,2,0
236,3,0
236,4,0
236,5,0
236,6,0
236,7,0
236,8,0
236,9,1
236,10,5
236,11,13
236,12,7
236,13,1
236,14,2
236,15,5
236,16,14
236,17,7
236,18,17
236,19,47
236,20,84
236,21,82
236,22,121
236,23,106
236,24,92
236,25,158
237,1,0
237,2,0
237,3,0
237,4,0
237,5,0
237,6,0
237,7,1
237,8,0
237,9,0
237,10,0
237,11,0
237,12,2
237,13,0
237,14,0
237,15,0
237,16,0
237,17,3
237,18,1
237,19,1
237,20,11
237,21,8
237,22,2
237,23,11
237,24,14
237,25,17
238,1,0
238,2,0
238,3,0
238,4,0
238,5,0
238,6,0
238,7,5
238,8,4
238,9,7
238,10,24
238,11,47
238,12,43
238,13,18
238,14,68
238,15,70
238,16,65
238,17,51
238,18,77
238,19,137
238,20,269
238,21,328
238,22,489
238,23,317
238,24,223
238,25,229
239,1,0
239,2,0
239,3,0
239,4,0
239,5,0
239,6,0
239,7,0
239,8,3
239,9,0
239,10,3
239,11,11
239,12,62
239,13,105
239,14,80
239,15,153
239,16,156
239,17,259
239,18,401
239,19,445
239,20,553
239,21,674
239,22,598
239,23,738
239,24,605
239,25,625
240,1,0
240,2,0
240,3,0
240,4,0
240,5,0
240,6,0
240,7,0
240,8,0
240,9,3
240,10,2
240,11,3
240,12,3
240,13,10
240,14,0
240,15,0
240,16,25
240,17,17
240,18,51
240,19,63
240,20,40
240,21,33
240,22,118
240,23,122
240,24,154
240,25,136
241,1,0
241,2,0
241,3,0
241,4,0
241,5,0
241,6,0
241,7,0
241,8,1
241,9,10
241,10,9
241,11,9
241,12,14
241,13,19
241,14,21
241,15,27
241,16,39
241,17,40
241,18,25
241,19,44
241,20,44
241,21,29
241,22,49
241,23,54
241,24,101
241,25,97
242,1,0
242,2,0
242,3,0
242,4,0
242,5,0
242,6,0
242,7,8
242,8,57
242,9,22
242,10,30
242,11,29
242,12,38
242,13,40
242,14,22
242,15,41
242,16,56
242,17,171
242,18,229
242,19,589
242,20,875
242,21,1074
242,22,1800
242,23,1702
242,24,2072
242,25,2120
243,1,0
243,2,0
243,3,0
243,4,0
243,5,0
243,6,0
243,7,5
243,8,1
243,9,10
243,10,19
243,11,122
243,12,173
243,13,103
243,14,139
243,15,67
243,16,75
243,17,94
243,18,213
243,19,342
243,20,295
243,21,311
243,22,382
243,23,540
243,24,897
243,25,1325
244,1,20
244,2,22
244,3,396
244,4,624
244,5,824
244,6,732
244,7,1497
244,8,2420
244,9,2791
244,10,3577
244,11,5639
244,12,9105
244,13,11304
244,14,17788
244,15,23442
244,16,17012
244,17,13721
244,18,10661
244,19,7949
244,20,7185
244,21,7411
244,22,7801
244,23,8088
244,24,11350
244,25,16827
245,1,0
245,2,0
245,3,0
245,4,0
245,5,0
245,6,0
245,7,1
245,8,0
245,9,1
245,10,0
245,11,26
245,12,5
245,13,7
245,14,1
245,15,1
245,16,20
245,17,4
245,18,3
245,19,1
245,20,24
245,21,2
245,22,25
245,23,21
245,24,60
245,25,44
246,1,0
246,2,0
246,3,0
246,4,0
246,5,0
246,6,0
246,7,2
246,8,0
246,9,0
246,10,1
246,11,0
246,12,0
246,13,5
246,14,0
246,15,31
246,16,8
246,17,13
246,18,46
246,19,40
246,20,337
246,21,122
246,22,141
246,23,284
246,24,196
246,25,204
247,1,0
247,2,0
247,3,0
247,4,0
247,5,0
247,6,0
247,7,2
247,8,1
247,9,7
247,10,28
247,11,34
247,12,52
247,13,18
247,14,24
247,15,41
247,16,38
247,17,105
247,18,206
247,19,203
247,20,460
247,21,594
247,22,593
247,23,639
247,24,694
247,25,531
248,1,0
248,2,0
248,3,0
248,4,0
248,5,0
248,6,0
248,7,0
248,8,4
248,9,8
248,10,0
248,11,0
248,12,3
248,13,0
248,14,4
248,15,1
248,16,6
248,17,3
248,18,1
248,19,9
248,20,12
248,21,27
248,22,32
248,23,53
248,24,75
248,25,95
249,1,0
249,2,0
249,3,0
249,4,0
249,5,0
249,6,0
249,7,3
249,8,10
249,9,22
249,10,22
249,11,12
249,12,30
249,13,36
249,14,40
249,15,15
249,16,24
249,17,20
249,18,75
249,19,77
249,20,28
249,21,31
249,22,56
249,23,62
249,24,97
249,25,112
250,1,0
250,2,0
250,3,0
250,4,0
250,5,0
250,6,0
250,7,2
250,8,130
250,9,28
250,10,4
250,11,7
250,12,28
250,13,2
250,14,2
250,15,10
250,16,31
250,17,21
250,18,144
250,19,176
250,20,48
250,21,19
250,22,33
250,23,132
250,24,240
250,25,381
251,1,0
251,2,0
251,3,0
251,4,0
251,5,0
251,6,0
251,7,0
251,8,0
251,9,0
251,10,0
251,11,3
251,12,3
251,13,2
251,14,0
251,15,0
251,16,0
251,17,1
251,18,18
251,19,7
251,20,7
251,21,19
251,22,13
251,23,51
251,24,141
251,25,309
252,1,0
252,2,0
252,3,0
252,4,0
252,5,0
252,6,0
252,7,0
252,8,2
252,9,1
252,10,2
252,11,23
252,12,41
252,13,43
252,14,0
252,15,17
252,16,52
252,17,95
252,18,78
252,19,113
252,20,135
252,21,391
252,22,525
252,23,892
252,24,486
252,25,444
253,1,0
253,2,0
253,3,0
253,4,0
253,5,0
253,6,0
253,7,15
253,8,28
253,9,17
253,10,13
253,11,14
253,12,5
253,13,8
253,14,7
253,15,27
253,16,9
253,17,14
253,18,69
253,19,82
253,20,53
253,21,92
253,22,63
253,23,118
253,24,184
253,25,166
254,1,0
254,2,0
254,3,0
254,4,0
254,5,0
254,6,0
254,7,0
254,8,3
254,9,1
254,10,0
254,11,3
254,12,3
254,13,15
254,14,4
254,15,31
254,16,51
254,17,126
254,18,140
254,19,192
254,20,200
254,21,81
254,22,136
254,23,134
254,24,97
254,25,203
255,1,0
255,2,0
255,3,0
255,4,0
255,5,0
255,6,0
255,7,1
255,8,2
255,9,10
255,10,16
255,11,8
255,12,11
255,13,54
255,14,72
255,15,110
255,16,217
255,17,449
255,18,960
255,19,1106
255,20,1250
255,21,1498
255,22,1613
255,23,1665
255,24,1697
255,25,1971
256,1,0
256,2,0
256,3,0
256,4,0
256,5,0
256,6,0
256,7,0
256,8,0
256,9,0
256,10,1
256,11,16
256,12,15
256,13,16
256,14,3
256,15,21
256,16,11
256,17,11
256,18,26
256,19,31
256,20,193
256,21,186
256,22,334
256,23,290
256,24,356
256,25,428
257,1,0
257,2,0
257,3,0
257,4,0
257,5,0
257,6,0
257,7,7
257,8,9
257,9,3
257,10,14
257,11,15
257,12,13
257,13,44
257,14,180
257,15,297
257,16,153
257,17,79
257,18,88
257,19,191
257,20,189
257,21,188
257,22,300
257,23,349
257,24,60
257,25,154
258,1,0
258,2,0
258,3,0
258,4,0
258,5,0
258,6,0
258,7,2
258,8,23
258,9,27
258,10,20
258,11,43
258,12,91
258,13,122
258,14,130
258,15,452
258,16,298
258,17,240
258,18,341
258,19,519
258,20,758
258,21,843
258,22,1200
258,23,1211
258,24,1178
258,25,1659
259,1,0
259,2,0
259,3,0
259,4,0
259,5,0
259,6,0
259,7,0
259,8,0
259,9,0
259,10,0
259,11,22
259,12,-13
259,13,30
259,14,-9
259,15,34
259,16,23
259,17,54
259,18,146
259,19,132
259,20,300
259,21,615
259,22,282
259,23,132
259,24,27
259,25,87
260,1,0
260,2,0
260,3,0
260,4,0
260,5,0
260,6,0
260,7,1
260,8,27
260,9,13
260,10,12
260,11,5
260,12,18
260,13,51
260,14,71
260,15,91
260,16,264
260,17,123
260,18,707
260,19,652
260,20,778
260,21,854
260,22,898
260,23,914
260,24,786
260,25,809
261,1,0
261,2,0
261,3,0
261,4,0
261,5,0
261,6,0
261,7,0
261,8,0
261,9,1
261,10,7
261,11,10
261,12,10
261,13,0
261,14,1
261,15,0
261,16,1
261,17,0
261,18,0
261,19,3
261,20,4
261,21,18
261,22,44
261,23,12
261,24,23
261,25,50
262,1,0
262,2,0
262,3,0
262,4,0
262,5,0
262,6,0
262,7,0
262,8,0
262,9,0
262,10,0
262,11,0
262,12,0
262,13,2
262,14,8
262,15,2
262,16,3
262,17,10
262,18,12
262,19,14
262,20,29
262,21,38
262,22,37
262,23,27
262,24,36
262,25,24
263,1,0
263,2,0
263,3,0
263,4,0
263,5,0
263,6,0
263,7,0
263,8,0
263,9,0
263,10,1
263,11,4
263,12,31
263,13,21
263,14,10
263,15,5
263,16,18
263,17,34
263,18,34
263,19,70
263,20,60
263,21,14
263,22,32
263,23,34
263,24,42
263,25,83
264,1,0
264,2,0
264,3,0
264,4,0
264,5,0
264,6,0
264,7,0
264,8,2
264,9,0
264,10,0
264,11,0
264,12,2
264,13,0
264,14,0
264,15,3
264,16,6
264,17,5
264,18,19
264,19,9
264,20,83
264,21,57
264,22,47
264,23,76
264,24,149
264,25,260
265,1,0
265,2,0
265,3,0
265,4,0
265,5,0
265,6,0
265,7,0
265,8,3
265,9,33
265,10,272
265,11,42
265,12,18
265,13,14
265,14,20
265,15,21
265,16,32
265,17,27
265,18,26
265,19,45
265,20,39
265,21,113
265,22,82
265,23,62
265,24,119
265,25,172
266,1,0
266,2,0
266,3,0
266,4,0
266,5,0
266,6,0
266,7,0
266,8,9
266,9,0
266,10,0
266,11,1
266,12,11
266,13,36
266,14,35
266,15,38
266,16,38
266,17,20
266,18,118
266,19,195
266,20,262
266,21,283
266,22,335
266,23,707
266,24,907
266,25,1471
267,1,0
267,2,0
267,3,0
267,4,0
267,5,0
267,6,0
267,7,0
267,8,5
267,9,6
267,10,46
267,11,35
267,12,30
267,13,13
267,14,27
267,15,9
267,16,66
267,17,80
267,18,280
267,19,290
267,20,407
267,21,864
267,22,1232
267,23,986
267,24,534
267,25,513
268,1,0
268,2,0
268,3,0
268,4,0
268,5,0
268,6,0
268,7,0
268,8,0
268,9,0
268,10,0
268,11,0
268,12,0
268,13,0
268,14,0
268,15,0
268,16,0
268,17,0
268,18,1
268,19,0
268,20,0
268,21,0
268,22,0
268,23,3
268,24,68
268,25,30
269,1,0
269,2,0
269,3,0
269,4,0
269,5,0
269,6,0
269,7,6
269,8,1
269,9,6
269,10,7
269,11,131
269,12,82
269,13,48
269,14,165
269,15,460
269,16,544
269,17,885
269,18,3125
269,19,6892
269,20,8880
269,21,8889
269,22,9258
269,23,8571
269,24,8941
269,25,8774
270,1,0
270,2,0
270,3,0
270,4,0
270,5,0
270,6,0
270,7,0
270,8,0
270,9,0
270,10,0
270,11,0
270,12,0
270,13,0
270,14,0
270,15,0
270,16,1
270,17,0
270,18,1
270,19,8
270,20,8
270,21,2
270,22,1
270,23,8
270,24,6
270,25,21
271,1,0
271,2,0
271,3,0
271,4,0
271,5,0
271,6,0
271,7,0
271,8,0
271,9,0
271,10,0
271,11,0
271,12,0
271,13,0
271,14,0
271,15,0
271,16,0
271,17,0
271,18,2
271,19,0
271,20,35
271,21,74
271,22,41
271,23,25
271,24,32
271,25,18
272,1,0
272,2,0
272,3,0
272,4,0
272,5,0
272,6,0
272,7,0
272,8,1
272,9,0
272,10,0
272,11,6
272,12,2
272,13,4
272,14,0
272,15,1
272,16,10
272,17,100
272,18,197
272,19,194
272,20,147
272,21,102
272,22,108
272,23,341
272,24,284
272,25,382
273,1,0
273,2,0
273,3,0
273,4,0
273,5,0
273,6,0
273,7,0
273,8,0
273,9,0
273,10,0
273,11,0
273,12,1
273,13,8
273,14,0
273,15,1
273,16,0
273,17,0
273,18,21
273,19,20
273,20,30
273,21,57
273,22,47
273,23,35
273,24,65
273,25,35
274,1,0
274,2,0
274,3,0
274,4,0
274,5,0
274,6,0
274,7,0
274,8,0
274,9,4
274,10,16
274,11,76
274,12,75
274,13,59
274,14,79
274,15,57
274,16,114
274,17,179
274,18,157
274,19,458
274,20,708
274,21,766
274,22,1009
274,23,1216
274,24,1390
274,25,2119
275,1,0
275,2,0
275,3,0
275,4,0
275,5,0
275,6,0
275,7,0
275,8,1
275,9,1
275,10,3
275,11,19
275,12,27
275,13,25
275,14,58
275,15,73
275,16,73
275,17,153
275,18,423
275,19,590
275,20,454
275,21,745
275,22,744
275,23,1103
275,24,1204
275,25,1362
276,1,0
276,2,0
276,3,0
276,4,0
276,5,0
276,6,0
276,7,0
276,8,0
276,9,0
276,10,1
276,11,1
276,12,1
276,13,-1
276,14,6
276,15,34
276,16,110
276,17,147
276,18,104
276,19,113
276,20,146
276,21,280
276,22,337
276,23,675
276,24,867
276,25,837
277,1,0
277,2,0
277,3,0
277,4,0
277,5,0
277,6,0
277,7,8
277,8,-2
277,9,2
277,10,2
277,11,16
277,12,22
277,13,10
277,14,21
277,15,52
277,16,7
277,17,24
277,18,36
277,19,54
277,20,89
277,21,123
277,22,130
277,23,113
277,24,145
277,25,198
278,1,0
278,2,0
278,3,0
278,4,0
278,5,0
278,6,0
278,7,0
278,8,1
278,9,1
278,10,33
278,11,13
278,12,28
278,13,41
278,14,48
278,15,86
278,16,71
278,17,50
278,18,78
278,19,137
278,20,127
278,21,271
278,22,189
278,23,330
278,24,482
278,25,416
279,1,0
279,2,0
279,3,0
279,4,0
279,5,0
279,6,0
279,7,16
279,8,27
279,9,56
279,10,51
279,11,144
279,12,281
279,13,466
279,14,1014
279,15,1225
279,16,1039
279,17,834
279,18,1152
279,19,1124
279,20,1356
279,21,1149
279,22,934
279,23,714
279,24,835
279,25,1160
280,1,0
280,2,0
280,3,0
280,4,0
280,5,0
280,6,0
280,7,3
280,8,39
280,9,10
280,10,6
280,11,1
280,12,7
280,13,17
280,14,8
280,15,7
280,16,10
280,17,41
280,18,44
280,19,62
280,20,36
280,21,97
280,22,172
280,23,225
280,24,269
280,25,391
281,1,0
281,2,0
281,3,0
281,4,0
281,5,0
281,6,0
281,7,0
281,8,1
281,9,12
281,10,11
281,11,11
281,12,19
281,13,9
281,14,34
281,15,39
281,16,59
281,17,48
281,18,80
281,19,63
281,20,105
281,21,136
281,22,156
281,23,193
281,24,268
281,25,222
282,1,0
282,2,0
282,3,0
282,4,0
282,5,0
282,6,0
282,7,0
282,8,6
282,9,1
282,10,0
282,11,7
282,12,23
282,13,22
282,14,32
282,15,7
282,16,23
282,17,21
282,18,71
282,19,45
282,20,80
282,21,129
282,22,71
282,23,118
282,24,216
282,25,250
283,1,0
283,2,0
283,3,0
283,4,0
283,5,0
283,6,0
283,7,7
283,8,20
283,9,27
283,10,1
283,11,1
283,12,11
283,13,5
283,14,13
283,15,20
283,16,15
283,17,22
283,18,52
283,19,80
283,20,93
283,21,96
283,22,162
283,23,242
283,24,210
283,25,114
284,1,0
284,2,0
284,3,0
284,4,0
284,5,0
284,6,0
284,7,0
284,8,2
284,9,5
284,10,26
284,11,15
284,12,13
284,13,35
284,14,17
284,15,16
284,16,25
284,17,52
284,18,62
284,19,86
284,20,158
284,21,218
284,22,168
284,23,154
284,24,197
284,25,209
285,1,0
285,2,0
285,3,0
285,4,0
285,5,0
285,6,0
285,7,4
285,8,35
285,9,5
285,10,0
285,11,2
285,12,0
285,13,4
285,14,5
285,15,35
285,16,12
285,17,3
285,18,44
285,19,59
