districtid,monthid,neighborhoodzscore,statezscore
703,3,-1.09,-0.23
703,4,-0.09,-0.08
703,5,-0.46,0.05
703,6,-0.54,0.01
703,7,-0.5,-0.07
704,1,0.0,0.0
704,2,-0.6,-0.23
704,3,-0.52,-0.3
704,4,-0.54,-0.36
704,5,-0.38,-0.15
704,6,-0.27,-0.01
704,7,-0.3,-0.12
705,1,0.0,0.0
705,2,-0.47,0.46
705,3,-0.67,-0.11
705,4,-0.56,-0.16
705,5,-0.19,-0.13
705,6,-1.05,-0.27
705,7,-0.91,-0.39
706,1,0.0,0.0
706,2,0.27,-0.15
706,3,0.07,-0.1
706,4,-0.83,-0.18
706,5,-0.43,-0.19
706,6,-0.95,-0.19
706,7,-0.68,0.03
707,1,0.0,0.0
707,2,-0.67,-0.19
707,3,-0.28,-0.2
707,4,-0.48,-0.2
707,5,1.25,0.45
707,6,0.64,0.0
707,7,0.67,-0.35
708,1,0.0,0.0
708,2,0.0,-0.68
708,3,0.33,-0.51
708,4,0.35,-0.68
708,5,0.46,0.12
708,6,0.63,0.48
708,7,0.37,-0.44
709,1,0.0,0.0
709,2,-1.22,-0.71
709,3,-0.05,-1.14
709,4,-0.02,-1.58
709,5,-0.11,-1.39
709,6,0.33,-0.95
709,7,0.63,-0.98
710,1,0.0,0.0
710,2,-1.1,-0.25
710,3,-0.87,-0.29
710,4,-0.96,-0.39
710,5,-0.94,-0.46
710,6,-0.67,-0.62
710,7,-0.58,-0.57
711,1,0.0,0.0
711,2,-0.75,-0.25
711,3,-0.86,-0.29
711,4,-0.61,-0.38
711,5,-0.82,-0.44
711,6,-1.08,-0.6
711,7,-0.81,-0.62
712,1,0.0,0.0
712,2,-0.65,-0.97
712,3,-0.17,-0.73
712,4,-0.78,-1.9
712,5,-0.65,-1.01
712,6,-0.76,-1.16
712,7,-0.67,-1.3
713,1,0.0,0.0
713,2,1.13,0.17
713,3,-0.66,-0.99
713,4,1.83,-0.1
713,5,2.29,0.09
713,6,-0.41,-0.04
713,7,-1.39,-0.03
714,1,-0.44,0.0
714,2,-0.45,0.0
714,3,-0.44,0.8
714,4,-0.45,0.27
714,5,-0.45,-0.26
714,6,-0.44,0.74
714,7,-0.44,0.15
715,1,-0.58,0.0
715,2,-0.64,-0.55
715,3,-0.76,-0.91
715,4,-0.59,0.49
715,5,-0.59,0.38
715,6,-0.46,0.32
715,7,-0.42,0.55
716,1,-0.5,0.0
716,2,-0.5,0.0
716,3,-0.5,-0.66
716,4,-0.5,0.97
716,5,-0.51,-0.32
716,6,-0.51,-0.52
716,7,-0.52,-0.45
717,1,-0.5,0.0
717,2,-0.5,0.0
717,3,-0.5,-0.27
717,4,-0.49,0.66
717,5,-0.5,-0.22
717,6,-0.49,1.93
717,7,-0.5,0.07
718,1,-0.37,0.0
718,2,-0.38,0.0
718,3,-0.38,-0.17
718,4,-0.38,-0.74
718,5,-0.39,-0.38
718,6,-0.38,-0.34
718,7,-0.39,-0.52
719,1,0.0,0.0
719,2,0.0,0.0
719,3,0.0,-0.27
719,4,2.91,-0.31
719,5,2.9,-0.17
719,6,0.86,0.06
719,7,8.16,1.38
720,1,0.0,0.0
720,2,-0.52,-0.23
720,3,-0.24,-0.26
720,4,-0.95,-0.43
720,5,-0.39,-0.23
720,6,-0.33,-0.08
720,7,-0.21,-0.03
721,1,0.0,0.0
721,2,0.0,-0.37
721,3,-0.51,-0.38
721,4,-0.44,0.03
721,5,3.31,3.07
721,6,91.22,22.13
721,7,65.35,23.59
722,1,-0.5,0.0
722,2,-0.5,0.0
722,3,-0.51,-0.49
722,4,-0.5,-0.51
722,5,-0.51,-0.64
722,6,-0.51,-0.51
722,7,-0.5,-0.55
723,1,0.0,0.0
723,2,-0.28,-0.25
723,3,-1.11,-0.91
723,4,0.03,0.3
723,5,-0.67,-0.64
723,6,-1.49,-0.64
723,7,0.02,0.35
724,1,-0.5,0.0
724,2,-0.51,-0.49
724,3,-0.35,2.53
724,4,-0.49,0.34
724,5,-0.56,-0.25
724,6,-0.57,-0.33
724,7,-0.54,-0.36
725,1,0.0,0.0
725,2,-0.54,-0.38
725,3,-1.26,-0.47
725,4,-0.66,-0.43
725,5,-1.24,-0.66
725,6,-0.46,0.01
725,7,-0.43,-0.0
726,1,-0.38,0.0
726,2,-0.3,-0.14
726,3,-0.42,-0.28
726,4,-0.38,-0.37
726,5,-0.38,-0.43
726,6,-0.37,-0.52
726,7,-0.37,-0.5
727,1,0.0,0.0
727,2,0.0,0.0
727,3,-0.47,-0.49
727,4,-0.57,-0.62
727,5,-0.45,-0.64
727,6,-0.11,-0.27
727,7,-0.43,-0.55
