districtid,monthid,neighborhoodzscore,statezscore
401,7,-0.45,-0.94
402,1,0.0,0.0
402,2,0.0,0.0
402,3,-0.58,-0.49
402,4,-0.54,-0.64
402,5,-2.07,-0.7
402,6,-0.6,-0.52
402,7,-1.16,-0.55
403,1,0.0,0.0
403,2,-0.86,-0.58
403,3,-0.15,-0.48
403,4,-0.74,-0.68
403,5,-0.84,-0.42
403,6,-1.16,-0.47
403,7,-0.94,-0.06
404,1,0.0,0.0
404,2,-0.48,-0.53
404,3,-0.5,-1.06
404,4,-0.71,-1.18
404,5,-0.33,-0.68
404,6,-0.71,-0.77
404,7,0.25,-0.41
405,1,0.0,0.0
405,2,-1.05,-0.49
405,3,-1.46,-1.03
405,4,-1.1,-0.47
405,5,-1.02,-0.37
405,6,-0.98,-0.49
405,7,-1.01,-0.49
406,1,0.0,0.0
406,2,-0.5,-0.23
406,3,-0.67,0.7
406,4,0.01,0.75
406,5,-0.84,0.05
406,6,-0.71,-0.24
406,7,-0.36,-0.21
407,1,-0.59,0.0
407,2,-0.39,0.0
407,3,-0.38,1.69
407,4,-0.45,-0.08
407,5,-0.38,1.67
407,6,-0.38,1.66
407,7,-0.38,3.38
408,1,0.0,0.0
408,2,-0.5,-0.49
408,3,-0.76,-0.77
408,4,-0.51,-0.4
408,5,-0.57,-0.27
408,6,-0.49,-0.4
408,7,-0.56,-0.41
409,1,-0.57,0.0
409,2,-0.58,0.0
409,3,-0.58,0.0
409,4,-0.58,-0.57
409,5,-0.58,-0.48
409,6,-0.58,0.74
409,7,-0.58,0.05
410,1,0.0,0.0
410,2,-0.07,-0.24
410,3,3.36,-0.21
410,4,2.03,-0.34
410,5,2.28,-0.19
410,6,2.37,0.43
410,7,0.51,0.04
411,1,0.0,0.0
411,2,0.0,0.0
411,3,3.4,7.69
411,4,3.49,6.35
411,5,1.93,5.24
411,6,1.12,4.03
411,7,0.55,2.81
412,1,0.0,0.0
412,2,5.5,2.02
412,3,-0.49,-0.4
412,4,0.11,0.6
412,5,-0.8,0.04
412,6,-0.7,-0.43
412,7,-0.41,-0.2
413,1,0.0,0.0
413,2,0.0,-0.2
413,3,-0.59,-0.97
413,4,-0.87,-0.94
413,5,-0.8,-0.28
413,6,-0.94,-0.37
413,7,-0.89,-0.43
414,1,0.0,0.0
414,2,-0.63,-0.49
414,3,-0.88,-1.01
414,4,-0.79,-0.42
414,5,-0.74,-0.3
414,6,-0.33,-0.15
414,7,-0.11,-0.17
415,1,0.0,0.0
415,2,2.26,-0.09
415,3,-0.5,-0.65
415,4,-0.49,-0.64
415,5,-0.41,-0.06
415,6,-0.46,0.13
415,7,-0.4,-0.09
416,1,0.0,0.0
416,2,-0.41,-0.2
416,3,-0.06,0.13
416,4,2.19,2.06
416,5,-0.48,-0.27
416,6,-0.79,-0.32
416,7,-0.53,-0.22
417,1,0.0,0.0
417,2,-0.59,-0.2
417,3,0.78,0.7
417,4,-0.38,-0.68
417,5,-0.38,-0.35
417,6,-0.49,-0.35
417,7,-0.25,-0.36
418,1,0.0,0.0
418,2,4.89,0.91
418,3,2.25,0.32
418,4,4.22,-0.2
418,5,10.87,0.32
418,6,14.86,1.89
418,7,6.35,1.8
419,1,0.0,0.0
419,2,2.5,2.02
419,3,-0.2,-0.84
419,4,-0.22,-0.53
419,5,-0.61,-0.46
419,6,-0.0,-0.34
419,7,0.5,-0.01
420,1,0.0,0.0
420,2,-0.79,-0.97
420,3,-0.28,-0.35
420,4,0.1,-0.32
420,5,0.69,-0.19
420,6,0.46,0.16
420,7,1.24,0.57
421,1,0.0,0.0
421,2,0.0,0.0
421,3,-0.44,-0.27
421,4,-0.45,-0.43
421,5,-0.48,-0.37
421,6,-0.59,-0.8
421,7,-0.49,-0.52
422,1,-0.58,0.0
422,2,-0.52,1.45
422,3,-0.46,1.09
422,4,-0.56,0.75
422,5,-0.93,-1.02
422,6,-1.17,-2.25
422,7,-1.03,-2.33
423,1,0.0,0.0
423,2,-0.48,-0.19
423,3,-0.48,-0.23
423,4,-0.59,-0.24
423,5,-0.46,-0.48
423,6,-0.5,-0.6
423,7,-0.46,-0.48
424,1,0.0,0.0
424,2,-0.18,0.05
424,3,2.42,2.73
424,4,1.55,1.47
424,5,0.72,0.04
424,6,-0.12,-0.45
424,7,-0.45,-0.48
425,1,0.0,0.0
425,2,0.0,0.0
425,3,-0.54,-0.68
425,4,-0.6,-0.93
425,5,-0.89,-0.73
425,6,0.49,-0.23
425,7,-0.76,-1.22
426,1,0.0,0.0
426,2,-0.78,-0.3
426,3,1.5,1.65
426,4,-0.35,0.08
426,5,-0.43,-0.11
426,6,-0.5,0.13
426,7,4.59,-0.09
427,1,-0.41,0.0
427,2,-0.14,3.5
427,3,-0.03,2.93
427,4,-0.31,1.44
427,5,0.11,1.27
427,6,0.19,0.78
427,7,-0.38,-0.67
428,1,0.0,0.0
428,2,-0.62,-0.38
428,3,-0.17,-0.32
428,4,-1.01,-0.43
428,5,-0.75,-0.54
428,6,-0.58,-0.02
428,7,-0.55,0.1
429,1,0.0,0.0
429,2,0.0,0.0
429,3,-0.5,-0.27
429,4,-0.5,-0.43
429,5,-0.53,-0.37
429,6,-0.92,-0.82
429,7,-0.53,-0.43
430,1,0.0,0.0
430,2,-1.08,-0.35
430,3,-2.33,-0.81
430,4,-0.76,-0.34
430,5,-0.96,-0.27
430,6,-0.35,0.19
430,7,-0.14,0.12
431,1,0.0,0.0
431,2,0.0,-0.23
431,3,-0.2,-0.2
431,4,-0.31,-0.25
431,5,-0.88,-0.31
431,6,1.3,-0.18
431,7,0.12,-0.35
432,1,0.0,0.0
432,2,-0.38,0.0
432,3,-0.8,-0.75
432,4,-0.67,-0.95
432,5,-1.08,-0.94
432,6,-1.31,-1.56
432,7,-1.06,-1.38
433,1,0.0,0.0
433,2,-0.44,-0.35
433,3,0.98,-0.19
433,4,-0.64,-0.58
433,5,-1.32,-0.49
433,6,1.09,0.02
433,7,-0.83,-0.33
434,1,0.0,0.0
434,2,-0.38,-0.13
434,3,-1.05,-1.13
434,4,-0.6,-0.83
434,5,-0.53,-0.35
434,6,-0.59,-0.65
434,7,-0.51,-0.72
435,1,0.0,0.0
435,2,-0.44,-0.35
435,3,-0.52,-0.99
435,4,-0.82,-0.74
435,5,-0.13,-0.47
435,6,0.65,-0.37
435,7,1.18,-0.26
436,1,0.0,0.0
436,2,-0.38,-0.23
436,3,-0.62,-0.45
436,4,-0.78,-0.42
436,5,-0.43,-0.36
436,6,-0.3,-0.41
436,7,-0.39,-0.46
437,1,0.0,0.0
437,2,2.7,-0.24
437,3,0.62,-0.27
437,4,0.13,-0.36
437,5,1.61,-0.36
437,6,1.41,-0.29
437,7,1.39,-0.26
438,1,0.0,0.0
438,2,0.0,0.0
438,3,0.0,0.0
438,4,-1.19,-0.8
438,5,-0.21,-0.28
438,6,-0.46,-0.56
438,7,-1.42,-0.55
439,1,0.0,0.0
439,2,-0.71,0.0
439,3,0.56,0.0
439,4,-0.22,0.0
439,5,4.66,0.0
439,6,1.84,0.0
439,7,5.18,0.0
440,1,0.0,0.0
440,2,0.0,0.0
440,3,0.0,-0.27
440,4,0.0,-0.37
440,5,-0.53,-0.3
440,6,-5.39,-0.67
440,7,-0.25,-0.05
441,1,0.0,0.0
441,2,-0.58,-0.23
441,3,-1.13,-0.69
441,4,-0.84,-0.3
441,5,-0.6,-0.41
441,6,-0.67,-0.65
441,7,-0.59,-0.48
442,1,-0.44,0.0
442,2,-0.45,0.0
442,3,-0.45,-0.27
442,4,-0.45,-0.26
442,5,-0.45,-0.24
442,6,-0.45,0.1
442,7,-0.45,-0.29
443,1,-0.57,0.0
443,2,-0.58,0.0
443,3,-0.58,-0.27
443,4,-0.58,-0.2
443,5,-0.58,-0.32
443,6,-0.58,-0.73
443,7,-0.58,-0.15
444,1,-0.5,0.0
444,2,-0.5,0.0
444,3,-0.5,-0.49
444,4,-0.51,-0.69
444,5,-0.5,-0.68
444,6,-0.5,-0.55
444,7,-0.5,-0.55
445,1,-0.44,0.0
445,2,-0.45,0.0
445,3,-0.45,-0.27
445,4,-0.45,-0.26
445,5,-0.45,-0.25
445,6,-0.45,-0.59
445,7,-0.45,-0.1
446,1,-0.37,0.0
446,2,-0.38,0.0
446,3,-0.38,-0.27
446,4,-0.38,-0.37
446,5,-0.38,-0.24
446,6,-0.38,0.0
446,7,-0.38,-0.5
447,1,0.0,0.0
447,2,0.0,0.0
447,3,-0.57,-0.27
447,4,-0.58,-0.43
447,5,-0.5,-0.13
447,6,-0.53,-0.69
447,7,-0.54,-0.41
448,1,0.0,0.0
448,2,26.22,0.58
448,3,2.21,1.35
448,4,9.14,2.05
448,5,32.33,8.57
448,6,30.8,10.71
448,7,34.46,11.12
449,1,0.0,0.0
449,2,11.09,5.15
449,3,1.21,0.66
449,4,2.49,3.39
449,5,3.9,4.87
449,6,4.89,5.37
449,7,1.38,1.73
450,1,0.0,0.0
450,2,0.0,0.0
450,3,0.0,0.0
450,4,1.98,2.82
450,5,-0.3,-0.1
450,6,-0.28,-0.23
450,7,-0.5,-0.46
451,1,0.0,0.0
451,2,1.29,-0.43
451,3,-0.38,-0.22
451,4,-0.62,-0.45
451,5,-0.7,-0.48
451,6,-1.14,-0.45
451,7,-0.76,-0.13
452,1,0.0,0.0
452,2,0.7,0.17
452,3,7.96,2.01
452,4,1.96,1.19
452,5,0.92,-0.35
452,6,2.74,0.65
452,7,3.83,1.1
453,1,0.0,0.0
453,2,0.0,-0.06
453,3,5.23,-0.16
453,4,10.99,0.06
453,5,2.13,0.61
453,6,-0.5,-0.28
453,7,0.54,-0.29
454,1,0.0,0.0
454,2,-0.32,-0.27
454,3,-0.19,-0.32
454,4,-0.93,-0.36
454,5,-0.83,-0.28
454,6,-0.44,0.08
454,7,-0.25,0.03
455,1,0.0,0.0
455,2,0.0,-0.2
455,3,0.52,0.13
455,4,-0.63,-0.2
455,5,-0.49,-0.39
455,6,-0.52,-0.25
455,7,-0.53,-0.21
456,1,0.0,0.0
456,2,-0.71,0.0
456,3,-1.41,-0.68
456,4,-6.72,-0.78
456,5,-5.07,-0.79
456,6,-2.33,-0.82
456,7,-3.91,-0.76
457,1,0.0,0.0
457,2,-0.45,-0.38
457,3,-0.42,-0.24
457,4,-0.48,-0.31
457,5,-0.45,-0.32
457,6,-0.44,-0.46
457,7,-0.24,-0.54
458,1,0.0,0.0
458,2,-0.43,-0.22
458,3,-0.0,-0.17
458,4,-1.16,-0.29
458,5,-0.37,-0.41
458,6,-0.76,-0.51
458,7,-1.06,-0.54
459,1,0.0,0.0
459,2,-0.66,-0.35
459,3,-0.7,-0.87
459,4,-0.39,-0.58
459,5,-0.55,-0.6
459,6,-0.71,-0.67
459,7,-0.68,-0.59
460,1,0.0,0.0
460,2,-0.47,-0.35
460,3,-0.52,-0.54
460,4,0.52,0.03
460,5,0.58,-0.37
460,6,-0.19,-0.43
460,7,-0.28,-0.41
461,1,0.0,0.0
461,2,4.0,-0.03
461,3,0.43,0.56
461,4,1.33,2.08
461,5,2.05,0.22
461,6,3.44,1.55
461,7,1.2,0.46
462,1,0.0,0.0
462,2,0.0,0.0
462,3,0.86,-0.19
462,4,4.66,-0.07
462,5,3.22,-0.16
462,6,0.5,-0.28
462,7,-0.48,-0.68
463,1,0.0,0.0
463,2,-0.82,-0.37
463,3,-0.42,-0.49
463,4,-0.51,-0.46
463,5,-0.66,-0.24
463,6,-0.67,-0.22
463,7,-0.72,-0.59
464,1,-0.44,0.0
464,2,-0.45,0.0
464,3,-0.45,0.0
464,4,-0.45,0.06
464,5,-0.46,-0.5
464,6,-0.46,-0.56
464,7,-0.46,-0.29
465,1,0.0,0.0
465,2,0.0,0.0
465,3,-0.64,-0.37
465,4,-0.82,-0.63
465,5,-0.16,0.01
465,6,-0.51,-0.3
465,7,-0.62,-0.48
466,1,0.0,0.0
466,2,-0.45,-0.23
466,3,-0.57,-0.33
466,4,-0.84,-0.43
466,5,-0.57,-0.53
466,6,-0.45,-0.45
466,7,-0.31,-0.19
467,1,0.0,0.0
467,2,-0.74,-0.23
467,3,-0.6,-0.07
467,4,-1.04,-0.34
467,5,-0.09,-0.09
467,6,-0.55,-0.22
467,7,-0.53,-0.12
468,1,0.0,0.0
468,2,1.57,-0.02
468,3,3.15,2.05
468,4,0.14,-0.33
468,5,-0.45,-0.28
468,6,-0.34,-0.27
468,7,-0.27,-0.17
469,1,2.02,0.0
469,2,-0.35,0.0
469,3,-0.28,0.0
469,4,-0.02,0.0
469,5,-0.31,0.0
469,6,-0.29,0.0
469,7,-0.31,0.0
470,1,0.0,0.0
470,2,-0.71,-0.66
470,3,-0.53,-0.93
470,4,-0.79,-0.74
470,5,-1.43,-0.74
470,6,-1.23,-0.73
470,7,-0.57,-0.59
471,1,0.0,0.0
471,2,-0.44,-0.12
471,3,-0.38,-0.19
471,4,-0.34,0.24
471,5,-0.13,-0.29
471,6,0.34,-0.21
471,7,0.28,-0.13
472,1,0.0,0.0
472,2,-0.45,-0.35
472,3,-2.38,-0.67
472,4,-0.78,-0.37
472,5,-1.63,-0.44
472,6,-1.01,-0.37
472,7,-0.56,-0.3
473,1,0.0,0.0
473,2,-0.46,-0.37
473,3,-0.44,-0.45
473,4,0.61,0.07
473,5,-0.16,-0.23
473,6,0.5,0.16
473,7,1.45,0.9
474,1,0.0,0.0
474,2,5.42,0.66
474,3,2.66,3.66
474,4,0.35,1.35
474,5,0.25,0.41
474,6,0.63,0.01
474,7,1.7,0.59
475,1,0.0,0.0
475,2,-0.41,-0.2
475,3,-0.41,-0.17
475,4,-0.4,-0.2
475,5,-0.38,-0.18
475,6,-0.27,-0.21
475,7,-0.37,-0.27
476,1,0.0,0.0
476,2,-0.41,-0.35
476,3,-0.37,-0.62
476,4,-0.51,-0.54
476,5,-0.32,-0.18
476,6,-0.48,-0.4
476,7,-0.59,-0.53
477,1,0.0,0.0
477,2,-0.54,-0.56
477,3,-0.33,-0.35
477,4,-0.65,-0.61
477,5,-0.62,-0.45
477,6,-0.65,-0.35
477,7,-0.87,-0.65
478,1,-0.44,0.0
478,2,-0.45,0.0
478,3,-0.45,-0.49
478,4,-0.45,-0.71
478,5,-0.45,-0.59
478,6,-0.45,-0.53
478,7,-0.45,-0.48
479,1,-0.5,0.0
479,2,-0.5,0.0
479,3,-0.5,-0.49
479,4,-0.49,0.64
479,5,-0.49,-0.01
479,6,-0.5,-0.21
479,7,-0.5,0.06
480,1,0.0,0.0
480,2,4.26,0.35
480,3,0.95,0.51
480,4,1.07,0.07
480,5,3.1,0.5
480,6,2.4,0.53
480,7,1.58,0.4
481,1,0.0,0.0
481,2,-0.5,-0.23
481,3,-4.51,-0.24
481,4,-3.12,-0.29
481,5,-0.95,-0.38
481,6,-0.75,-0.26
481,7,-0.77,-0.27
482,1,0.0,0.0
482,2,-0.41,-0.23
482,3,-0.1,-0.08
482,4,0.45,0.86
482,5,1.0,1.32
482,6,-0.41,-0.11
482,7,-0.58,-0.32
483,1,0.0,0.0
483,2,0.0,33.11
483,3,0.0,17.62
483,4,0.0,6.78
483,5,0.0,2.11
483,6,0.0,1.35
483,7,0.0,1.5
484,1,0.0,0.0
484,2,0.0,-0.2
484,3,4.6,5.35
484,4,-0.53,-0.53
484,5,-0.53,-0.38
484,6,-0.67,-0.42
484,7,-0.5,-0.43
485,1,0.0,0.0
485,2,20.63,4.16
485,3,-0.78,-0.54
485,4,0.53,0.5
485,5,-0.47,-0.31
485,6,-0.37,-0.5
485,7,-0.87,-0.79
486,1,0.0,0.0
486,2,0.0,0.0
486,3,0.28,-0.3
486,4,-0.16,-0.49
486,5,-0.06,-0.44
486,6,0.9,-0.3
486,7,0.45,-0.51
487,1,0.0,0.0
487,2,0.26,0.04
487,3,-0.38,-0.34
487,4,-0.23,0.01
487,5,-0.33,-0.28
487,6,-0.31,-0.25
487,7,-0.11,0.06
488,1,0.0,0.0
488,2,-0.96,-0.58
488,3,0.0,-0.46
488,4,1.37,0.97
488,5,2.58,0.59
488,6,1.8,0.85
488,7,3.54,1.39
489,1,0.0,0.0
489,2,0.67,-0.25
489,3,-0.73,-0.98
489,4,0.79,-0.3
489,5,5.48,0.04
489,6,5.08,0.51
489,7,4.06,0.7
490,1,0.0,0.0
490,2,-0.41,-0.37
490,3,-0.6,-0.72
490,4,0.79,-0.64
490,5,0.08,-0.37
490,6,-0.05,-0.64
490,7,0.25,-0.42
491,1,0.0,0.0
491,2,0.0,0.0
491,3,-0.73,-0.31
491,4,-0.56,-0.39
491,5,-0.59,-0.4
491,6,-0.5,-0.24
491,7,-0.47,-0.25
492,1,0.0,0.0
492,2,-0.5,-0.19
492,3,-0.51,-0.23
492,4,-0.67,-0.23
492,5,-0.98,-0.53
492,6,-0.52,-0.47
492,7,-0.42,-0.33
493,1,0.0,0.0
493,2,-0.61,-0.23
493,3,-0.25,0.59
493,4,-0.83,-0.25
493,5,-0.71,0.07
493,6,-0.85,-0.16
493,7,-0.8,-0.38
494,1,0.0,0.0
494,2,10.31,-0.14
494,3,5.6,-0.21
494,4,6.93,-0.27
494,5,5.98,-0.25
494,6,19.86,0.8
494,7,18.37,1.59
495,1,0.0,0.0
495,2,-0.73,-0.43
495,3,7.52,3.66
495,4,1.51,0.5
495,5,0.75,0.75
495,6,0.75,0.59
495,7,1.33,0.78
496,1,0.0,0.0
496,2,-0.54,-0.43
496,3,-0.53,-0.3
496,4,-0.33,-0.42
496,5,-0.06,0.67
496,6,-0.17,0.11
496,7,-0.36,-0.38
497,1,0.0,0.0
497,2,3.5,-0.16
497,3,-0.63,-0.23
497,4,-1.04,-0.25
497,5,-0.77,-0.52
497,6,-0.78,-0.56
497,7,-0.6,-0.46
498,1,-0.57,0.0
498,2,-0.58,0.0
498,3,-0.58,-0.27
498,4,-0.58,0.2
498,5,-0.58,0.13
498,6,-0.58,0.07
498,7,-0.58,-0.46
499,1,-0.41,0.0
499,2,-0.42,-0.24
499,3,-0.4,-0.27
499,4,-0.4,-0.36
499,5,-0.39,-0.38
499,6,-0.29,-0.32
499,7,-0.21,-0.24
500,1,0.0,0.0
500,2,-0.4,-0.25
500,3,-0.11,-0.29
500,4,-0.12,-0.37
500,5,-0.1,-0.44
500,6,0.58,-0.53
500,7,0.27,-0.6
501,1,0.0,0.0
501,2,0.0,-0.2
501,3,-0.69,-0.97
501,4,-0.22,-0.85
501,5,0.44,-0.15
501,6,-0.53,-0.33
501,7,-0.47,-0.42
502,1,0.0,0.0
502,2,-0.63,-0.23
502,3,-0.65,-0.24
502,4,-0.57,-0.26
502,5,-0.56,-0.39
502,6,-0.72,-0.49
502,7,-0.74,-0.49
503,1,0.0,0.0
503,2,-0.63,-0.23
503,3,-0.57,-0.31
503,4,-0.62,-0.35
503,5,-0.47,-0.34
503,6,-0.49,-0.37
503,7,-0.16,-0.11
504,1,0.0,0.0
504,2,0.41,-0.01
504,3,-0.13,-0.12
504,4,-0.16,0.0
504,5,0.04,0.23
504,6,1.16,0.92
504,7,0.79,0.48
505,1,0.0,0.0
505,2,-0.66,-0.21
505,3,-0.72,-0.23
505,4,-0.71,-0.26
505,5,-0.67,-0.26
505,6,-0.58,-0.46
505,7,-0.59,-0.48
506,1,0.0,0.0
506,2,1.29,-0.43
506,3,0.92,-0.12
506,4,2.96,0.64
506,5,0.08,-0.04
506,6,-0.92,-0.77
506,7,-0.47,-0.43
507,1,0.0,0.0
507,2,-0.41,-0.37
507,3,-0.31,0.06
507,4,-0.81,-0.45
507,5,-0.57,-0.21
507,6,-0.51,-0.01
507,7,-0.57,-0.32
508,1,0.0,0.0
508,2,-0.64,-0.23
508,3,1.92,0.33
508,4,4.02,0.54
508,5,0.27,-0.14
508,6,-0.34,-0.11
508,7,0.07,-0.19
509,1,0.0,0.0
509,2,-0.6,-0.19
509,3,-0.65,-0.24
509,4,-0.83,-0.24
509,5,-0.54,-0.5
509,6,-0.91,-0.66
509,7,-0.56,-0.59
510,1,0.0,0.0
510,2,-0.58,-0.23
510,3,-0.88,-0.34
510,4,-0.69,-0.4
510,5,-0.84,-0.5
510,6,-0.94,-0.48
510,7,-1.2,-0.5
511,1,0.0,0.0
511,2,0.0,0.0
511,3,-0.0,1.12
511,4,0.51,2.04
511,5,1.13,3.11
511,6,1.79,4.14
511,7,2.87,5.66
512,1,-0.5,0.0
512,2,-0.5,0.0
512,3,-0.5,-0.17
512,4,-0.5,-0.74
512,5,-0.5,-0.4
512,6,-0.5,-0.48
512,7,-0.5,-0.48
513,1,-0.5,0.0
513,2,-0.5,-0.37
513,3,-0.58,-0.59
513,4,-0.51,-0.81
513,5,-0.49,-0.24
513,6,-0.49,-0.25
513,7,-0.49,-0.42
514,1,0.0,0.0
514,2,0.0,-0.37
514,3,0.13,-0.37
514,4,-0.65,-0.58
514,5,-0.87,-0.47
514,6,-1.06,-0.86
514,7,-0.06,-0.34
515,1,0.0,0.0
515,2,-0.36,-0.18
515,3,-0.58,-0.43
515,4,-0.63,-0.4
515,5,-0.99,-0.5
515,6,-1.45,-1.28
515,7,-0.91,-1.29
516,1,0.0,0.0
516,2,-0.63,-0.25
516,3,-0.59,-0.28
516,4,-0.78,-0.37
516,5,-1.08,-0.42
516,6,-0.52,-0.35
516,7,-0.37,-0.39
517,1,-0.5,0.0
517,2,-0.5,0.0
517,3,-0.5,-0.27
517,4,-0.51,-0.37
517,5,-0.52,-0.37
517,6,-0.51,-0.6
517,7,-0.52,-0.53
518,1,0.0,0.0
518,2,0.0,-0.23
518,3,-0.66,-0.65
518,4,-0.5,-0.65
518,5,-0.22,-0.38
518,6,-1.08,-0.75
518,7,-1.05,-0.55
519,1,0.0,0.0
519,2,0.5,-0.48
519,3,3.04,2.96
519,4,0.47,1.68
519,5,-0.44,-0.22
519,6,-0.57,-0.29
519,7,-0.77,-1.01
520,1,0.0,0.0
520,2,-0.5,-0.23
520,3,-0.81,-0.26
520,4,-1.08,-0.53
520,5,-0.66,0.01
520,6,-0.2,-0.01
520,7,0.48,-0.27
521,1,0.0,0.0
521,2,-0.41,-0.15
521,3,-0.37,-0.14
521,4,-0.22,0.23
521,5,-0.27,0.18
521,6,-0.34,-0.04
521,7,-0.26,-0.12
522,1,0.0,0.0
522,2,-0.25,-0.07
522,3,0.39,1.05
522,4,0.79,0.98
522,5,0.3,0.91
522,6,-0.05,0.12
522,7,-0.09,-0.07
523,1,0.0,0.0
523,2,-0.99,-0.38
523,3,-0.89,-0.35
523,4,-0.8,-0.28
523,5,-0.85,-0.28
523,6,-1.31,-0.83
523,7,-1.4,-1.16
524,1,-0.45,0.0
524,2,-0.65,-0.38
524,3,-0.6,-0.46
524,4,-0.57,-0.43
524,5,-0.58,-0.41
524,6,-0.24,0.34
524,7,0.37,1.0
525,1,0.0,0.0
525,2,0.23,-0.11
525,3,-0.45,-0.21
525,4,-0.35,-0.25
525,5,-0.44,-0.35
525,6,-0.02,-0.06
525,7,0.0,-0.12
526,1,0.0,0.0
526,2,0.0,-0.18
526,3,-0.14,-0.19
526,4,-0.53,-0.39
526,5,0.34,-0.06
526,6,2.38,1.36
526,7,1.3,1.32
527,1,0.0,0.0
527,2,-0.44,-0.23
527,3,-0.13,-0.29
527,4,-0.27,-0.36
527,5,-1.9,-0.47
527,6,-1.76,-0.43
527,7,-1.88,-0.51
528,1,-0.37,0.0
528,2,-0.38,0.0
528,3,-0.38,2.24
528,4,-0.36,2.54
528,5,-0.31,22.15
528,6,-0.36,5.44
528,7,-0.33,9.83
529,1,0.0,0.0
529,2,-0.34,-0.25
529,3,-0.41,-0.28
529,4,-1.29,-0.38
529,5,-0.83,-0.44
529,6,-0.57,-0.54
529,7,-0.41,-0.56
530,1,0.0,0.0
530,2,-0.4,0.0
530,3,-0.11,-0.4
530,4,-0.41,-0.55
530,5,1.44,-0.41
530,6,1.84,-0.23
530,7,1.79,-0.17
531,1,0.0,0.0
531,2,-0.41,0.0
531,3,-0.6,-0.43
531,4,-0.27,-0.26
531,5,-0.44,-0.38
531,6,0.15,-0.1
531,7,0.83,0.14
532,1,0.0,0.0
532,2,-0.5,-0.23
532,3,-0.34,-0.2
532,4,0.51,-0.22
532,5,-1.18,-0.29
532,6,-0.83,-0.41
532,7,0.18,-0.31
533,1,0.0,0.0
533,2,-1.06,-0.97
533,3,-0.43,-0.65
533,4,-0.03,0.15
533,5,-0.42,-0.25
533,6,-0.7,-0.67
533,7,-0.32,-0.58
534,1,0.0,0.0
534,2,-0.5,-0.66
534,3,-0.83,-0.68
534,4,0.61,0.04
534,5,-0.18,-0.52
534,6,0.16,-0.49
534,7,-0.11,-0.62
535,1,0.0,0.0
535,2,-0.1,-0.38
535,3,0.54,-0.4
535,4,0.39,0.33
535,5,2.45,1.72
535,6,3.45,1.74
535,7,2.01,1.82
536,1,0.0,0.0
536,2,3.12,1.07
536,3,1.83,2.54
536,4,4.95,4.53
536,5,14.86,14.56
536,6,11.68,11.06
536,7,17.22,8.15
537,1,0.0,0.0
537,2,-0.54,-0.43
537,3,-0.68,-0.44
537,4,-0.73,-0.35
537,5,-0.81,-0.65
537,6,-0.8,-0.66
537,7,-0.44,-0.25
538,1,0.0,0.0
538,2,0.73,-0.16
538,3,-0.74,-0.18
538,4,-2.14,-0.25
538,5,-1.72,-0.55
538,6,-1.27,-0.66
538,7,-1.19,-0.75
539,1,-0.86,0.0
539,2,-0.52,0.0
539,3,-0.56,-0.49
539,4,-0.57,6.01
539,5,-0.54,0.33
539,6,-0.55,-0.51
539,7,-0.54,-0.55
540,1,-0.5,0.0
540,2,-0.5,0.0
540,3,-0.65,-0.49
540,4,-0.52,-0.69
540,5,-0.63,-0.52
540,6,-0.66,-0.54
540,7,-0.59,-0.52
541,1,0.0,0.0
541,2,-0.17,-0.27
541,3,-0.4,-0.46
541,4,-0.61,-0.43
541,5,-0.68,-0.26
541,6,-1.12,-0.14
541,7,-1.13,-0.2
542,1,0.0,0.0
542,2,0.0,-0.43
542,3,-0.2,-0.61
542,4,-0.91,-0.89
542,5,0.42,-0.63
542,6,-0.49,-0.75
542,7,-0.14,-0.81
543,1,0.0,0.0
543,2,-0.5,-0.23
543,3,-1.55,-0.24
543,4,-1.24,-0.3
543,5,-1.04,-0.5
543,6,-1.04,-0.52
543,7,-1.14,-0.64
544,1,-0.45,0.0
544,2,-0.56,-0.58
544,3,-0.69,-1.2
544,4,-0.54,-1.09
544,5,-0.78,-1.18
544,6,-0.71,-0.72
544,7,-0.2,1.01
545,1,0.0,0.0
545,2,-0.57,-0.4
545,3,-0.96,-0.69
545,4,-1.13,-0.75
545,5,-0.5,-0.62
545,6,-1.0,-0.65
545,7,-3.78,-0.63
546,1,0.0,0.0
546,2,0.38,-0.27
546,3,-0.32,-0.09
546,4,-0.98,-0.63
546,5,-0.62,-0.52
546,6,-0.23,-0.22
546,7,-0.13,-0.1
547,1,0.0,0.0
547,2,-0.71,-0.35
547,3,0.51,0.13
547,4,0.85,-0.05
547,5,3.77,1.26
547,6,11.97,2.09
547,7,16.44,2.57
548,1,0.0,0.0
548,2,-1.42,0.0
548,3,-3.67,76.76
548,4,0.37,28.94
548,5,0.05,24.76
548,6,1.04,18.94
548,7,0.36,37.01
549,1,0.0,0.0
549,2,-0.5,-0.19
549,3,-0.81,-0.23
549,4,-1.36,-0.23
549,5,-0.97,-0.32
549,6,1.11,-0.15
549,7,0.41,-0.31
550,1,0.0,0.0
550,2,-0.66,-0.06
550,3,-1.16,-0.31
550,4,-0.34,0.79
550,5,-0.32,0.45
550,6,-0.32,0.3
550,7,-0.47,-0.18
551,1,0.0,0.0
551,2,-0.77,-0.53
551,3,-0.67,-0.65
551,4,-0.87,-0.84
551,5,-1.57,-0.71
551,6,-0.91,-0.67
551,7,-0.65,-0.47
552,1,0.0,0.0
552,2,1.64,0.46
